RA,ra_num,ano_base,Fase_num,categoria_risco,score_risco,IAN,INDE_final,IPS,IEG,queda_recente,delta_INDE
RA-997,997,2023,,ALTO,0.6102636203866432,10.0,7.5687,3.77,8.7,0,
RA-948,948,2023,,ALTO,0.6092530755711775,10.0,6.5277,7.52,7.6,0,
RA-703,703,2023,,ALTO,0.6058435852372583,5.0,6.2737,3.14,8.4,0,0.17469999999999963
RA-995,995,2023,,ALTO,0.6048330404217926,5.0,6.4782,3.77,7.9,0,
RA-672,672,2023,,ALTO,0.5972759226713533,5.0,6.5623,2.52,9.5,1,-0.9177000000000008
RA-830,830,2023,,ALTO,0.595079086115993,5.0,6.78,3.14,8.9,1,-0.45399999999999974
RA-994,994,2023,,ALTO,0.5947891036906855,10.0,7.4127,3.77,9.4,0,
RA-972,972,2023,,ALTO,0.5946309314586994,10.0,7.5427,3.77,9.1,0,
RA-940,940,2023,,ALTO,0.5941739894551845,5.0,6.6112,2.52,8.4,0,
RA-743,743,2023,,ALTO,0.5924868189806679,5.0,6.659,3.77,9.1,1,-0.0129999999999999
RA-773,773,2023,,ALTO,0.5883479789103692,5.0,6.9287,2.52,7.5,0,0.006700000000000372
RA-985,985,2023,,ALTO,0.5882425307557119,10.0,7.6247,2.52,9.3,0,
RA-706,706,2023,,ALTO,0.5877504393673112,5.0,7.1527,4.39,7.8,1,-0.5062999999999995
RA-920,920,2023,,ALTO,0.5871616871704745,10.0,6.9647,7.52,6.3,0,
RA-763,763,2023,,ALTO,0.5863005272407733,5.0,6.7215,3.14,9.2,1,-0.6805000000000003
RA-980,980,2023,,ALTO,0.5799384885764499,10.0,7.1425,5.02,9.8,0,
RA-878,878,2023,,ALTO,0.5667838312829526,5.0,6.24,2.52,9.5,0,
RA-842,842,2023,,ALTO,0.5623813708260106,5.0,7.2117,3.77,8.5,1,-0.7402999999999995
RA-1013,1013,2023,,ALTO,0.5521177504393673,10.0,7.6237,4.39,9.6,0,
RA-860,860,2023,,BAIXO,0.4121001757469244,10.0,8.2372,6.89,9.8,0,0.1012000000000004
RA-975,975,2023,,BAIXO,0.40942882249560625,10.0,7.7803,7.52,9.2,0,
RA-831,831,2023,,BAIXO,0.4090421792618629,5.0,7.71645,3.77,9.4,0,0.3064499999999999
RA-927,927,2023,,BAIXO,0.4075659050966608,5.0,7.5982,3.77,9.7,0,
RA-944,944,2023,,BAIXO,0.40705623901581717,5.0,7.0687,7.52,7.6,0,
RA-782,782,2023,,BAIXO,0.40547451669595785,5.0,7.6812,2.52,9.8,0,0.19619999999999926
RA-836,836,2023,,BAIXO,0.40487697715289983,5.0,7.6417,6.27,9.6,1,-0.023299999999999876
RA-932,932,2023,,BAIXO,0.39701230228470996,10.0,8.3847,7.52,7.9,0,
RA-1008,1008,2023,,BAIXO,0.39674868189806667,10.0,8.13595,7.52,8.6,0,
RA-675,675,2023,,BAIXO,0.3962214411247803,10.0,8.3577,7.52,8.0,0,0.7816999999999998
RA-769,769,2023,,BAIXO,0.395676625659051,5.0,7.85345,3.77,9.3,0,0.25544999999999973
RA-883,883,2023,,BAIXO,0.3950702987697715,10.0,8.5082,6.89,9.7,0,
RA-1005,1005,2023,,BAIXO,0.39395430579964846,10.0,8.4252,7.52,7.9,0,
RA-889,889,2023,,BAIXO,0.3923550087873462,10.0,8.8092,6.89,9.5,0,
RA-693,693,2023,,BAIXO,0.3905360281195079,10.0,9.0112,6.89,9.4,0,1.0672000000000006
RA-865,865,2023,,BAIXO,0.389841827768014,10.0,8.1552,7.52,8.7,0,
RA-835,835,2023,,BAIXO,0.38902460456941995,10.0,8.2467,7.52,8.5,0,0.9837000000000007
RA-967,967,2023,,BAIXO,0.3884710017574692,5.0,7.1347,7.52,8.0,0,
RA-921,921,2023,,BAIXO,0.387231985940246,10.0,7.7407,7.52,9.7,0,
RA-913,913,2023,,BAIXO,0.3859490333919156,5.0,7.7432,6.89,8.5,0,
RA-892,892,2023,,BAIXO,0.38568541300527237,10.0,8.8112,6.89,9.6,0,
RA-808,808,2023,,BAIXO,0.3852724077328647,5.0,8.1932,2.52,10.0,1,-0.1678000000000015
RA-812,812,2023,,BAIXO,0.38401581722319855,10.0,8.0357,7.52,9.1,0,0.5387000000000004
RA-969,969,2023,,BAIXO,0.38311950790861155,10.0,7.7692,7.52,9.7,0,
RA-998,998,2023,,BAIXO,0.3817574692442882,5.0,7.9752,3.77,9.3,0,
RA-941,941,2023,,BAIXO,0.37760984182776797,10.0,7.6872,7.52,10.0,0,
RA-945,945,2023,,BAIXO,0.3749472759226713,10.0,8.0777,7.52,9.2,0,
RA-999,999,2023,,BAIXO,0.3700263620386643,5.0,8.0352,3.77,9.4,0,
RA-789,789,2023,,BAIXO,0.3699648506151142,10.0,7.974,7.52,9.5,0,0.569
RA-826,826,2023,,BAIXO,0.3672583479789104,5.0,7.77645,3.77,10.0,0,0.0004499999999998394
RA-926,926,2023,,BAIXO,0.3669420035149385,5.0,7.7792,3.77,10.0,0,
RA-756,756,2023,,BAIXO,0.3669068541300527,5.0,7.0927,7.52,8.7,0,0.1166999999999998
RA-915,915,2023,,BAIXO,0.3663532513181019,10.0,8.5962,7.52,8.4,0,
RA-996,996,2023,,BAIXO,0.36512302284710013,5.0,8.1892,3.77,9.2,0,
RA-906,906,2023,,BAIXO,0.36292618629173984,10.0,8.1922,7.52,9.2,0,
RA-904,904,2023,,BAIXO,0.3622671353251318,10.0,8.140783333,7.52,9.3,0,
RA-933,933,2023,,BAIXO,0.3622407732864674,10.0,8.6712,7.52,8.4,0,
RA-970,970,2023,,BAIXO,0.359841827768014,10.0,8.9977,7.52,8.1,0,
RA-990,990,2023,,BAIXO,0.3587082601054481,5.0,7.254,7.52,8.5,0,
RA-896,896,2023,,BAIXO,0.3561335676625659,10.0,9.0912,6.89,10.0,0,
RA-908,908,2023,,BAIXO,0.34771528998242524,10.0,8.479366667,7.52,9.0,0,
RA-740,740,2023,,BAIXO,0.3470826010544815,5.0,7.2845,7.52,8.7,0,0.06650000000000045
RA-887,887,2023,,BAIXO,0.34128295254833035,10.0,8.6718,7.52,8.9,0,
RA-792,792,2023,,BAIXO,0.33954305799648504,5.0,7.6267,7.52,7.7,0,0.6016999999999992
RA-930,930,2023,,BAIXO,0.33664323374340943,10.0,8.8872,7.52,8.8,0,
RA-867,867,2023,,BAIXO,0.33435852372583474,10.0,8.6992,8.76,8.6,0,
RA-912,912,2023,,BAIXO,0.33413884007029876,5.0,7.0797,7.52,9.4,0,
RA-956,956,2023,,BAIXO,0.3316871704745167,5.0,7.7312,7.52,7.5,0,
RA-859,859,2023,,BAIXO,0.330659050966608,10.0,8.6042,7.52,9.2,0,0.2792000000000012
RA-1004,1004,2023,,BAIXO,0.3287082601054481,10.0,8.3137,7.52,9.6,0,
RA-739,739,2023,,BAIXO,0.32580843585237257,5.0,7.5972,7.52,8.3,0,0.7771999999999997
RA-1006,1006,2023,,BAIXO,0.3255711775043936,10.0,8.5922,7.52,9.3,0,
RA-914,914,2023,,BAIXO,0.32528119507908604,10.0,8.6912,7.52,9.2,0,
RA-946,946,2023,,BAIXO,0.32101054481546565,10.0,8.5822,7.52,9.4,0,
RA-891,891,2023,,BAIXO,0.32007029876977156,5.0,7.8882,6.89,9.5,0,
RA-886,886,2023,,BAIXO,0.31763620386643227,10.0,8.6422,7.52,9.4,0,
RA-895,895,2023,,BAIXO,0.317451669595782,10.0,8.5397,7.52,9.5,0,
RA-876,876,2023,,BAIXO,0.3173198594024604,10.0,8.6492,7.52,9.4,0,
RA-898,898,2023,,BAIXO,0.3098681898066784,5.0,8.4217,3.77,9.8,0,
RA-957,957,2023,,BAIXO,0.30627416520210893,10.0,9.1672,7.52,9.3,0,
RA-943,943,2023,,BAIXO,0.3059314586994727,10.0,8.9172,7.52,9.4,0,
RA-807,807,2023,,BAIXO,0.3054217926186292,5.0,7.8632,7.52,9.1,1,-0.2578000000000005
RA-959,959,2023,,BAIXO,0.3043497363796133,10.0,8.6677,7.52,9.6,0,
RA-960,960,2023,,BAIXO,0.3002636203866432,5.0,7.0847,7.52,10.0,0,
RA-868,868,2023,,BAIXO,0.2941827768014059,10.0,8.63895,8.76,9.5,0,
RA-907,907,2023,,BAIXO,0.29253954305799645,10.0,8.962033333,7.52,9.6,0,
RA-951,951,2023,,BAIXO,0.2899033391915641,10.0,8.8902,7.52,9.7,0,
RA-934,934,2023,,BAIXO,0.2890597539543058,10.0,9.1737,7.52,9.6,0,
RA-936,936,2023,,BAIXO,0.28882249560632683,10.0,8.5477,7.52,10.0,0,
RA-937,937,2023,,BAIXO,0.2883216168717047,10.0,9.3237,7.52,9.6,0,
RA-988,988,2023,,BAIXO,0.2868189806678383,5.0,7.9568,7.52,8.1,0,
RA-984,984,2023,,BAIXO,0.2862653778558875,10.0,8.8177,7.52,9.8,0,
RA-885,885,2023,,BAIXO,0.28594903339191563,10.0,8.8252,7.52,9.8,0,
RA-877,877,2023,,BAIXO,0.2851318101933216,5.0,7.4722,7.52,9.5,0,
RA-702,702,2023,,BAIXO,0.2836731107205624,5.0,8.239866667,5.63,10.0,0,0.8528666669999998
RA-857,857,2023,,BAIXO,0.280298769771529,5.0,8.1442,7.52,9.0,1,-0.009800000000000253
RA-923,923,2023,,BAIXO,0.28014938488576446,10.0,8.8842,7.52,9.9,0,
RA-929,929,2023,,BAIXO,0.27825131810193315,10.0,9.1312,7.52,9.8,0,
RA-958,958,2023,,BAIXO,0.27709138840070296,10.0,9.2902,7.52,9.8,0,
RA-749,749,2023,,BAIXO,0.2747978910369069,5.0,7.7597,7.52,9.0,0,0.2756999999999996
RA-950,950,2023,,BAIXO,0.2737434094903339,10.0,8.8862,7.52,10.0,0,
RA-888,888,2023,,BAIXO,0.27247803163444634,10.0,8.9182,7.52,10.0,0,
RA-928,928,2023,,BAIXO,0.26625659050966605,10.0,9.3712,7.52,10.0,0,
RA-900,900,2023,,BAIXO,0.2628558875219683,10.0,8.8947,9.38,9.8,0,
RA-708,708,2023,,BAIXO,0.26206502636203866,5.0,7.5105,7.52,9.8,0,0.22850000000000037
RA-787,787,2023,,BAIXO,0.261115992970123,5.0,7.5227,7.52,9.8,0,0.3177000000000003
RA-966,966,2023,,BAIXO,0.260298769771529,5.0,7.44345,7.52,10.0,0,
RA-861,861,2023,,BAIXO,0.25311072056239015,10.0,9.31095,8.13,10.0,0,
RA-869,869,2023,,BAIXO,0.24847100175746922,10.0,9.2587,8.76,10.0,0,
RA-964,964,2023,,BAIXO,0.24798769771528997,5.0,7.7997,7.52,9.4,0,
RA-905,905,2023,,BAIXO,0.24398066783831282,5.0,7.831033333,7.52,9.4,0,
RA-794,794,2023,,BAIXO,0.23749560632688926,5.0,7.9842,7.52,9.2,0,0.6492000000000004
RA-690,690,2023,,BAIXO,0.2360544815465729,5.0,8.6112,6.89,9.8,0,1.0701999999999998
RA-725,725,2023,,BAIXO,0.23335676625659052,5.0,8.117366667,7.52,9.0,0,1.7873666670000006
RA-873,873,2023,,BAIXO,0.23069420035149382,5.0,7.8012,7.52,9.7,0,
RA-1001,1001,2023,,BAIXO,0.22811072056239015,5.0,8.1162,7.52,9.1,0,
RA-1002,1002,2023,,BAIXO,0.21898945518453425,5.0,7.9012,7.52,9.7,0,
RA-935,935,2023,,BAIXO,0.20712653778558876,5.0,7.9535,7.52,9.8,0,
RA-677,677,2023,,BAIXO,0.2071089630931459,5.0,8.5257,10.0,8.2,0,0.16769999999999996
RA-862,862,2023,,BAIXO,0.20090509666080844,5.0,8.2212,8.14,9.1,0,
RA-768,768,2023,,BAIXO,0.20058875219683656,5.0,8.4042,7.52,9.1,0,0.7581999999999995
RA-939,939,2023,,BAIXO,0.19397188049209138,5.0,7.9742,7.52,10.0,0,
RA-875,875,2023,,BAIXO,0.19101933216168715,5.0,8.2712,7.52,9.5,0,
RA-962,962,2023,,BAIXO,0.19067662565905097,5.0,8.4742,7.52,9.2,0,
RA-700,700,2023,,BAIXO,0.17754833040421789,5.0,8.2852,7.52,9.7,0,0.5471999999999992
RA-795,795,2023,,BAIXO,0.1695342706502636,5.0,8.4642,7.52,9.6,0,0.4001999999999999
RA-968,968,2023,,BAIXO,0.16046572934973635,5.0,8.4942,7.52,9.7,0,
RA-755,755,2023,,BAIXO,0.15912126537785587,5.0,8.7442,7.52,9.5,0,0.17819999999999858
RA-757,757,2023,,BAIXO,0.15603690685413005,5.0,8.6742,7.52,9.6,0,0.414200000000001
RA-909,909,2023,,BAIXO,0.1511335676625659,5.0,8.486033333,7.52,9.9,0,
RA-963,963,2023,,BAIXO,0.14839191564147627,5.0,8.6142,7.52,9.8,0,
RA-748,748,2023,,BAIXO,0.1483391915641476,5.0,8.7142,7.52,9.7,0,0.6302000000000003
RA-753,753,2023,,BAIXO,0.1414323374340949,5.0,8.6672,7.52,9.9,0,0.18619999999999948
RA-894,894,2023,,BAIXO,0.13478910369068542,5.0,8.8142,7.52,9.9,0,
RA-893,893,2023,,BAIXO,0.1292267135325132,5.0,8.8042,7.52,10.0,0,
RA-986,986,2023,,MEDIO,0.551572934973638,10.0,8.0107,2.52,9.1,0,
RA-684,684,2023,,MEDIO,0.5501933216168717,10.0,7.4277,7.52,8.1,1,-0.8323
RA-726,726,2023,,MEDIO,0.5482776801405974,10.0,7.3687,7.52,6.1,0,0.38369999999999926
RA-783,783,2023,,MEDIO,0.5482601054481546,5.0,7.2922,3.77,6.8,0,0.2961999999999998
RA-942,942,2023,,MEDIO,0.547170474516696,5.0,6.8547,2.52,8.9,0,
RA-965,965,2023,,MEDIO,0.5433128295254833,5.0,6.4832,6.27,8.2,0,
RA-864,864,2023,,MEDIO,0.5423989455184534,10.0,7.034,8.14,7.6,0,
RA-1000,1000,2023,,MEDIO,0.5310984182776801,10.0,7.9162,3.77,9.4,0,
RA-729,729,2023,,MEDIO,0.5298506151142355,5.0,7.26545,3.77,9.1,1,-0.889549999999999
RA-992,992,2023,,MEDIO,0.52201230228471,5.0,7.2722,3.14,8.2,0,
RA-955,955,2023,,MEDIO,0.5129701230228471,5.0,7.1297,3.14,8.8,0,
RA-806,806,2023,,MEDIO,0.5095869947275923,5.0,7.2937,6.27,8.3,1,-0.26729999999999965
RA-727,727,2023,,MEDIO,0.5083831282952549,5.0,7.6802,2.52,8.8,1,-0.05579999999999963
RA-871,871,2023,,MEDIO,0.503128295254833,5.0,6.8617,3.76,9.5,0,
RA-879,879,2023,,MEDIO,0.5021704745166959,5.0,6.8225,2.52,9.8,0,
RA-902,902,2023,,MEDIO,0.5000878734622144,2.5,5.97345,2.52,9.3,0,
RA-719,719,2023,,MEDIO,0.4994288224956063,5.0,6.4137,7.52,5.3,0,0.8617000000000008
RA-1012,1012,2023,,MEDIO,0.49846221441124783,10.0,7.96495,3.77,9.9,0,
RA-925,925,2023,,MEDIO,0.49713532513181014,10.0,7.1837,7.52,8.9,0,
RA-841,841,2023,,MEDIO,0.4963093145869947,5.0,6.78,7.52,7.2,1,-0.5199999999999996
RA-952,952,2023,,MEDIO,0.49582601054481545,10.0,8.37095,3.77,9.2,0,
RA-856,856,2023,,MEDIO,0.4938576449912126,10.0,7.3355,7.52,9.6,1,-1.0625
RA-901,901,2023,,MEDIO,0.49316344463971884,5.0,7.3112,3.77,8.7,0,
RA-897,897,2023,,MEDIO,0.49244288224956057,5.0,5.48225,7.52,8.1,0,
RA-974,974,2023,,MEDIO,0.4919244288224956,10.0,8.4752,3.77,9.1,0,
RA-987,987,2023,,MEDIO,0.48700351493848854,10.0,7.6765,6.27,9.8,0,
RA-704,704,2023,,MEDIO,0.48652899824253076,5.0,6.8297,3.14,9.9,0,0.08870000000000022
RA-705,705,2023,,MEDIO,0.4824868189806678,5.0,6.982,6.89,8.3,0,0.34799999999999986
RA-989,989,2023,,MEDIO,0.4798945518453427,5.0,7.7242,2.52,8.1,0,
RA-874,874,2023,,MEDIO,0.4788664323374341,5.0,5.811,7.52,8.2,0,
RA-1014,1014,2023,,MEDIO,0.4778471001757469,10.0,8.2582,3.77,9.7,0,
RA-983,983,2023,,MEDIO,0.4748066783831283,10.0,8.3502,2.52,9.9,0,
RA-701,701,2023,,MEDIO,0.47259226713532515,5.0,7.3982,3.77,9.9,1,-0.3567999999999998
RA-870,870,2023,,MEDIO,0.4693585237258347,5.0,4.909,8.76,8.5,0,
RA-840,840,2023,,MEDIO,0.46704745166959577,5.0,7.7862,4.38,9.0,1,-0.08879999999999999
RA-742,742,2023,,MEDIO,0.46253954305799644,5.0,7.024,7.52,7.6,1,-0.0730000000000004
RA-922,922,2023,,MEDIO,0.46048330404217924,10.0,8.5262,3.14,9.7,0,
RA-978,978,2023,,MEDIO,0.45986818980667843,10.0,8.3877,3.77,9.8,0,
RA-1003,1003,2023,,MEDIO,0.4581985940246045,10.0,7.6522,7.52,8.5,0,
RA-805,805,2023,,MEDIO,0.4577943760984182,5.0,6.492,7.52,9.1,1,-1.787
RA-884,884,2023,,MEDIO,0.4571089630931458,10.0,8.4587,4.39,9.7,0,
RA-919,919,2023,,MEDIO,0.4543497363796133,5.0,6.225,7.52,8.4,0,
RA-916,916,2023,,MEDIO,0.4488664323374341,5.0,7.3882,2.52,9.7,0,
RA-866,866,2023,,MEDIO,0.443945518453427,10.0,7.679,8.76,8.3,0,
RA-976,976,2023,,MEDIO,0.4414499121265378,10.0,8.39895,6.27,9.2,0,
RA-979,979,2023,,MEDIO,0.44097539543057995,10.0,8.1617,6.27,9.6,0,
RA-1007,1007,2023,,MEDIO,0.4402460456942002,10.0,8.0782,7.52,7.4,0,
RA-903,903,2023,,MEDIO,0.4395342706502636,10.0,8.5242,5.02,9.6,0,
RA-993,993,2023,,MEDIO,0.4375131810193322,10.0,8.7592,3.77,9.8,0,
RA-709,709,2023,,MEDIO,0.4369244288224956,5.0,6.6927,7.52,7.9,0,1.3797000000000006
RA-853,853,2023,,MEDIO,0.4366080843585238,5.0,7.8402,3.77,9.5,1,-0.7757999999999994
RA-899,899,2023,,MEDIO,0.4341388400702988,10.0,8.8452,3.77,9.8,0,
RA-780,780,2023,,MEDIO,0.4339894551845343,5.0,7.7842,3.14,8.8,0,0.8292000000000002
RA-881,881,2023,,MEDIO,0.43049209138840067,10.0,7.7322,7.52,8.9,0,
RA-1010,1010,2023,,MEDIO,0.4293145869947276,10.0,8.70645,3.77,10.0,0,
RA-949,949,2023,,MEDIO,0.42680140597539534,10.0,8.0172,7.52,8.1,0,
RA-910,910,2023,,MEDIO,0.4251142355008787,10.0,7.801,7.52,8.8,0,
RA-991,991,2023,,MEDIO,0.4224165202108963,5.0,7.7687,3.14,9.1,0,
RA-938,938,2023,,MEDIO,0.4155448154657293,5.0,6.7372,7.52,8.4,0,
RA-1446,1446,2024,1,ALTO,0.7633479789103691,10.0,5.9004061924,6.26,6.6501976285,0,
RA-750,750,2024,1,ALTO,0.7420035149384887,5.0,4.542230369,4.38,5.938735178,1,-1.1434696309999994
RA-847,847,2024,1,ALTO,0.7292091388400703,5.0,5.009290909100001,5.01,4.5454545455,1,-1.5325090908999996
RA-822,822,2024,1,ALTO,0.7251493848857645,5.0,5.2645678524,5.01,4.6245059285,1,-1.1851321476
RA-741,741,2024,1,ALTO,0.7247275922671355,5.0,5.0795885374,5.005,5.2964426875,1,-1.1911114625999994
RA-672,672,2024,1,ALTO,0.713725834797891,5.0,4.2118138341,6.26,3.9525691700000003,1,-2.3504861658999996
RA-705,705,2024,1,ALTO,0.7102811950790862,5.0,5.294247619100001,5.005,6.4285714285,1,-1.6877523808999992
RA-995,995,2024,1,ALTO,0.7089279437609842,5.0,5.110372077899999,5.635,5.3896103895,1,-1.367827922100001
RA-776,776,2024,1,ALTO,0.7065641476274166,5.0,5.178509523800001,5.63,5.9523809525,1,-0.3894071431999997
RA-989,989,2024,1,ALTO,0.6704393673110721,10.0,7.3743785714,6.26,7.8571428569999995,1,-0.34982142859999943
RA-747,747,2024,1,ALTO,0.6618277680140597,5.0,5.8450809523,5.005,8.095238095,1,-0.18128571469999955
RA-956,956,2024,1,ALTO,0.6480667838312829,5.0,6.1175906455,6.885,6.017786561,1,-1.6136093545000003
RA-794,794,2024,1,ALTO,0.6387609841827768,10.0,7.145652380900001,7.51,6.9047619045,1,-0.838547619099999
RA-1420,1420,2024,1,ALTO,0.6377328646748681,5.0,5.6558,6.26,5.520833333500001,0,
RA-681,681,2024,1,ALTO,0.6352460456942003,5.0,6.0398818182000005,6.26,7.840909091,1,-0.2556181817999992
RA-878,878,2024,1,ALTO,0.6310017574692443,5.0,6.5335560606000005,4.38,6.1363636360000005,0,0.2935560606000003
RA-967,967,2024,1,ALTO,0.6253427065026362,5.0,5.442610714300001,7.51,3.5714285715,1,-1.692089285699999
RA-911,911,2024,1,ALTO,0.6210193321616873,5.0,5.4552454547,7.51,4.772727273,1,-0.1402045452999996
RA-871,871,2024,1,ALTO,0.6084358523725834,10.0,7.2917293147999995,4.38,9.328063240999999,0,0.4300293147999996
RA-851,851,2024,1,ALTO,0.6039191564147628,5.0,6.2114602109,5.63,7.3221343875,0,0.043160210899999996
RA-792,792,2024,1,ALTO,0.5969244288224956,5.0,6.036012253,7.51,5.2865612650000005,1,-1.5906877469999996
RA-716,716,2024,1,ALTO,0.5875395430579965,5.0,6.2372943675000005,7.51,5.5335968375,1,-0.5760722994999998
RA-836,836,2024,1,ALTO,0.5865905096660808,5.0,6.0234537878,7.51,6.439393939,1,-1.6182462121999999
RA-960,960,2024,1,ALTO,0.5762038664323375,5.0,5.286047619,7.51,8.095238095,1,-1.7986523810000001
RA-1070,1070,2024,1,ALTO,0.5726625659050968,5.0,6.287171861500001,5.635,9.3073593075,1,-0.6518614714999993
RA-955,955,2024,1,ALTO,0.5700878734622143,5.0,6.245452381,7.51,6.904761905,1,-0.8842476189999999
RA-699,699,2024,1,ALTO,0.5689279437609842,5.0,6.427771212000001,6.26,7.727272727000001,0,0.03777954500000025
RA-953,953,2024,1,ALTO,0.5684007029876977,10.0,7.961241502000001,6.26,6.85770751,0,0.421191502000001
RA-704,704,2024,1,ALTO,0.5635149384885765,5.0,6.8121156785000005,5.635,8.646245059,1,-0.017584321499999334
RA-842,842,2024,1,ALTO,0.5626186291739894,5.0,7.072914756400001,6.26,7.549407115,1,-0.13878524359999922
RA-768,768,2024,1,ALTO,0.5553427065026363,5.0,7.0345379447,6.26,7.9841897235,1,-1.3696620552999992
RA-801,801,2024,1,ALTO,0.5541388400702988,5.0,6.6752,7.51,5.75,1,-0.1982999999999997
RA-874,874,2024,1,ALTO,0.5524780316344464,5.0,7.0235939394,6.26,4.696969697,0,1.2125939394000005
RA-1058,1058,2024,1,BAIXO,0.4116168717047452,5.0,7.703347619,6.88,8.095238095,0,0.34681428599999986
RA-1062,1062,2024,1,BAIXO,0.4088400702987698,5.0,7.6147238096,5.63,9.047619048,0,0.16588214260000012
RA-964,964,2024,1,BAIXO,0.4086731107205624,5.0,7.548241666600001,7.51,8.333333332999999,1,-0.2514583333999987
RA-1414,1414,2024,1,BAIXO,0.4055448154657293,10.0,8.840007359300001,6.885,9.2965367965,0,
RA-927,927,2024,1,BAIXO,0.4051230228471001,10.0,7.9921696969000005,7.51,9.318181818,0,0.39396969690000017
RA-952,952,2024,1,BAIXO,0.40379613356766253,10.0,8.853624242300002,6.26,9.545454545,0,0.48267424230000167
RA-1399,1399,2024,1,BAIXO,0.4030931458699473,5.0,7.438578787899999,5.005,9.7727272725,0,
RA-859,859,2024,1,BAIXO,0.4020562390158172,10.0,8.5817909091,7.51,9.337121212,1,-0.022409090900000095
RA-896,896,2024,1,BAIXO,0.3997891036906854,10.0,8.2852454545,7.51,9.7727272725,1,-0.8059545455000006
RA-1449,1449,2024,1,BAIXO,0.3973989455184534,5.0,7.214341666700001,7.51,8.3333333335,0,
RA-922,922,2024,1,BAIXO,0.394622144112478,10.0,8.5209954545,7.51,9.5227272725,1,-0.005204545499999824
RA-963,963,2024,1,BAIXO,0.39351493848857644,10.0,8.375080952400001,7.51,9.761904762,1,-0.23911904759999913
RA-1442,1442,2024,1,BAIXO,0.3933128295254833,5.0,7.135189648100001,7.51,8.674948240500001,0,
RA-1405,1405,2024,1,BAIXO,0.3927328646748681,10.0,8.4749727273,7.51,8.6363636365,0,
RA-780,780,2024,1,BAIXO,0.3900878734622144,5.0,7.7430333333,5.63,10.0,1,-0.041166666700000576
RA-1415,1415,2024,1,BAIXO,0.3879789103690686,5.0,7.3712454546,6.26,9.7727272725,0,
RA-987,987,2024,1,BAIXO,0.387750439367311,10.0,8.3028861472,7.51,9.0692640695,0,0.6263861472000007
RA-984,984,2024,1,BAIXO,0.38518453427065025,10.0,8.475080952400003,7.51,9.761904762,1,-0.34261904759999773
RA-1416,1416,2024,1,BAIXO,0.38342706502636204,5.0,7.375503030400001,7.51,8.2765151515,0,
RA-1025,1025,2024,1,BAIXO,0.3826274165202109,5.0,7.897071212,7.51,7.727272727,1,-0.3180871209999996
RA-873,873,2024,1,BAIXO,0.3823198594024605,5.0,7.61095,6.88,10.0,1,-0.1902499999999998
RA-1022,1022,2024,1,BAIXO,0.3812038664323374,5.0,7.613169697000002,6.26,9.318181818,0,0.448553030000002
RA-1404,1404,2024,1,BAIXO,0.3792091388400703,10.0,8.3971318182,7.51,9.090909091,0,
RA-1020,1020,2024,1,BAIXO,0.3756590509666081,10.0,8.9544954545,6.88,9.7727272725,0,1.3422121215000002
RA-1052,1052,2024,1,BAIXO,0.37424428822495603,5.0,7.744032575800001,6.26,9.128787879,0,0.7836992428000009
RA-1043,1043,2024,1,BAIXO,0.37201230228471005,5.0,7.539847562500002,7.51,7.994071146,0,0.9951475625000024
RA-958,958,2024,1,BAIXO,0.37057996485061506,10.0,9.531325,6.26,10.0,0,0.24112500000000026
RA-1029,1029,2024,1,BAIXO,0.3697188049209139,5.0,7.797790909100001,6.885,8.7954545455,0,0.7392575761000009
RA-1410,1410,2024,1,BAIXO,0.3673198594024604,5.0,7.5319272727,7.51,8.1136363635,0,
RA-1434,1434,2024,1,BAIXO,0.36148506151142357,5.0,8.2775982919,6.26,7.9813664595,0,
RA-892,892,2024,1,BAIXO,0.359244288224956,10.0,8.697700000000001,7.51,10.0,1,-0.11349999999999838
RA-850,850,2024,1,BAIXO,0.35914762741652023,5.0,7.864245454500001,6.255,9.2727272725,0,1.7989954545000009
RA-928,928,2024,1,BAIXO,0.3527065026362038,10.0,8.8733666667,7.51,10.0,1,-0.4978333332999991
RA-840,840,2024,1,BAIXO,0.3513181019332161,10.0,8.5912909091,7.51,9.337121212,0,0.8050909090999996
RA-1394,1394,2024,1,BAIXO,0.3506590509666081,5.0,7.503255555500002,7.51,8.6944444445,0,
RA-900,900,2024,1,BAIXO,0.34974516695957814,10.0,8.802003030200002,8.13,9.318181818,1,-0.09269696979999864
RA-990,990,2024,1,BAIXO,0.3492618629173989,5.0,7.812283333400001,7.51,7.5,0,0.5582833334000012
RA-968,968,2024,1,BAIXO,0.3487785588752197,5.0,7.8403547619000005,7.51,8.8095238095,1,-0.6538452380999988
RA-1441,1441,2024,1,BAIXO,0.34686291739894554,10.0,8.961646169800002,7.51,9.109730849,0,
RA-1408,1408,2024,1,BAIXO,0.34396309314587,5.0,7.626768181800001,7.51,8.409090909,0,
RA-1436,1436,2024,1,BAIXO,0.3413268892794376,5.0,7.589914648100001,7.51,8.674948240500001,0,
RA-1402,1402,2024,1,BAIXO,0.34000878734622136,10.0,8.588040909100002,7.51,9.5454545455,0,
RA-1451,1451,2024,1,BAIXO,0.3369507908611599,5.0,7.560479761900002,7.51,8.8095238095,0,
RA-879,879,2024,1,BAIXO,0.3352548330404218,5.0,8.1096318182,6.26,9.090909091,0,1.2871318182000007
RA-1424,1424,2024,1,BAIXO,0.3333128295254833,5.0,7.5543388889,7.51,8.9444444445,0,
