RA,ra_num,ano_base,Fase_num,INDE_final,INDE_prev,delta_INDE,queda,IPS,IPS_prev
RA-403,403,2023,2,7.716366667,7.455,0.2613666669999999,0,6.27,7.5
RA-403,403,2024,3,8.008488888833334,7.716366667,0.2921222218333339,0,7.51,6.27
RA-404,404,2022,2,6.658,,,0,7.5,
RA-404,404,2023,2,6.7093,6.658,0.05129999999999946,0,5.02,7.5
RA-404,404,2024,3,6.624588235266668,6.7093,-0.0847117647333322,1,2.51,5.02
RA-405,405,2022,2,5.661,,,0,5.0,
RA-406,406,2022,2,7.496,,,0,7.5,
RA-407,407,2022,2,7.195,,,0,7.5,
RA-407,407,2023,3,7.665083333,7.195,0.4700833329999998,0,7.52,7.5
RA-407,407,2024,4,7.0875128168,7.665083333,-0.5775705161999998,1,6.26,7.52
RA-408,408,2022,2,6.725,,,0,7.5,
RA-408,408,2023,2,7.242133333,6.725,0.5171333330000003,0,3.77,7.5
RA-408,408,2024,3,6.5276296297,7.242133333,-0.7145037033000001,1,7.51,3.77
RA-409,409,2022,2,8.15,,,0,7.5,
RA-409,409,2023,2,7.621466667,8.15,-0.5285333330000004,1,2.52,7.5
RA-409,409,2024,3,8.225462962900002,7.621466667,0.6039962959000018,0,7.51,2.52
RA-410,410,2022,2,5.675,,,0,6.3,
RA-410,410,2023,3,6.140808333,5.675,0.465808333,0,7.52,6.3
RA-411,411,2022,2,7.232,,,0,7.5,
RA-411,411,2023,3,7.779983333,7.232,0.5479833329999995,0,7.52,7.5
RA-411,411,2024,4,7.279762962966667,7.779983333,-0.5002203700333325,1,5.635,7.52
RA-412,412,2022,2,7.556,,,0,7.5,
RA-412,412,2023,3,7.373891667,7.556,-0.1821083330000004,1,2.52,7.5
RA-412,412,2024,4,8.044378070166667,7.373891667,0.6704864031666675,0,6.26,2.52
RA-413,413,2022,2,6.408,,,0,5.6,
RA-413,413,2023,2,6.803633333,6.408,0.39563333299999925,0,2.52,5.6
RA-414,414,2022,2,7.284,,,0,7.5,
RA-414,414,2023,3,7.25025,7.284,-0.0337499999999995,1,7.52,7.5
RA-414,414,2024,3,7.187625925933334,7.25025,-0.06262407406666615,1,7.51,7.52
RA-415,415,2022,2,7.695,,,0,7.5,
RA-415,415,2023,3,7.18805,7.695,-0.5069500000000007,1,7.52,7.5
RA-416,416,2022,2,7.913,,,0,8.8,
RA-416,416,2023,3,8.144425,7.913,0.23142499999999977,0,2.52,8.8
RA-416,416,2024,4,8.700808577033333,8.144425,0.5563835770333334,0,7.51,2.52
RA-417,417,2022,2,8.428,,,0,7.5,
RA-417,417,2023,3,8.257658333,8.428,-0.17034166700000064,1,7.52,7.5
RA-417,417,2024,4,8.533628557533333,8.257658333,0.2759702245333333,0,7.51,7.52
RA-418,418,2022,2,8.175,,,0,7.5,
RA-418,418,2023,3,8.1686,8.175,-0.0064000000000010715,1,2.52,7.5
RA-418,418,2024,4,9.125183333366667,8.1686,0.9565833333666678,0,7.51,2.52
RA-419,419,2022,2,7.359,,,0,5.6,
RA-419,419,2023,3,7.7261,7.359,0.36709999999999976,0,2.52,5.6
RA-419,419,2024,4,8.355707894766669,7.7261,0.6296078947666688,0,6.26,2.52
RA-420,420,2022,2,7.461,,,0,5.6,
RA-420,420,2023,3,7.356358333,7.461,-0.1046416670000001,1,2.52,5.6
RA-420,420,2024,4,7.544228947400001,7.356358333,0.1878706144000004,0,6.26,2.52
RA-421,421,2022,2,8.717,,,0,7.5,
RA-421,421,2023,3,8.030716667,8.717,-0.6862833330000004,1,2.52,7.5
RA-421,421,2024,4,8.488232329,8.030716667,0.4575156620000005,0,7.51,2.52
RA-422,422,2022,2,6.746,,,0,7.5,
RA-422,422,2023,2,5.57,6.746,-1.1760000000000002,1,7.52,7.5
RA-422,422,2024,3,5.544981481433334,5.57,-0.02501851856666626,1,7.51,7.52
RA-423,423,2022,2,6.647,,,0,7.5,
RA-423,423,2023,2,6.607533333,6.647,-0.03946666700000012,1,6.89,7.5
RA-423,423,2024,3,6.616193704866666,6.607533333,0.008660371866666239,0,8.13,6.89
RA-424,424,2022,2,7.94,,,0,7.5,
RA-424,424,2023,3,7.72685,7.94,-0.21315000000000062,1,2.52,7.5
RA-424,424,2024,4,7.341187280733334,7.72685,-0.38566271926666573,1,7.51,2.52
RA-425,425,2022,2,8.117,,,0,7.5,
RA-425,425,2023,3,8.10555,8.117,-0.011450000000001737,1,2.52,7.5
RA-425,425,2024,4,9.016616666700001,8.10555,0.9110666667000018,0,6.26,2.52
RA-426,426,2022,2,6.35,,,0,7.5,
RA-426,426,2023,3,6.329158333,6.35,-0.020841667000000008,1,5.0,7.5
RA-426,426,2024,4,6.6430030186,6.329158333,0.31384468560000034,0,4.38,5.0
RA-427,427,2022,2,6.245,,,0,7.5,
RA-428,428,2022,2,7.683,,,0,7.5,
RA-428,428,2023,3,7.821816667,7.683,0.1388166670000004,0,2.52,7.5
RA-428,428,2024,4,7.534949122800001,7.821816667,-0.2868675441999988,1,5.635,2.52
RA-429,429,2022,2,5.811,,,0,7.5,
RA-430,430,2022,2,7.585,,,0,7.5,
RA-430,430,2023,3,7.146716667,7.585,-0.4382833330000002,1,2.52,7.5
RA-431,431,2022,2,7.175,,,0,7.5,
RA-432,432,2022,2,6.34,,,0,5.0,
RA-432,432,2023,3,6.850183333,6.34,0.5101833330000005,0,2.52,5.0
RA-432,432,2024,4,7.167975,6.850183333,0.31779166699999983,0,6.26,2.52
RA-433,433,2022,2,5.557,,,0,5.0,
RA-433,433,2023,2,6.5982,5.557,1.0412,0,7.52,5.0
RA-433,433,2024,3,7.218157142866668,6.5982,0.6199571428666681,0,8.13,7.52
RA-434,434,2022,2,7.403,,,0,7.5,
RA-434,434,2023,2,7.069766667,7.403,-0.3332333329999999,1,7.52,7.5
RA-434,434,2024,3,6.610947619100001,7.069766667,-0.4588190478999987,1,7.51,7.52
RA-435,435,2022,2,6.599,,,0,7.5,
RA-436,436,2022,2,6.687,,,0,7.5,
RA-436,436,2023,2,5.322366667,6.687,-1.3646333330000004,1,2.52,7.5
RA-437,437,2022,2,6.875,,,0,7.5,
RA-437,437,2023,2,6.947366667,6.875,0.07236666699999983,0,7.52,7.5
RA-438,438,2022,2,7.764,,,0,7.5,
RA-438,438,2023,2,6.9883,7.764,-0.7757000000000005,1,6.26,7.5
RA-438,438,2024,2,7.930283695700001,6.9883,0.9419836957000012,0,7.51,6.26
RA-439,439,2022,2,5.519,,,0,7.5,
RA-440,440,2022,2,7.329,,,0,6.9,
RA-440,440,2023,3,6.989208333,7.329,-0.3397916670000001,1,7.52,6.9
RA-441,441,2022,2,8.188,,,0,7.5,
RA-442,442,2022,2,8.226,,,0,7.5,
RA-442,442,2023,3,6.814166667,8.226,-1.4118333330000006,1,7.52,7.5
RA-442,442,2024,4,6.905439215666667,6.814166667,0.09127254866666679,0,5.635,7.52
RA-443,443,2022,2,7.482,,,0,7.5,
RA-443,443,2023,3,6.895508333,7.482,-0.5864916669999998,1,2.52,7.5
RA-444,444,2022,2,6.665,,,0,5.0,
RA-444,444,2023,3,5.958791667,6.665,-0.7062083330000002,1,5.0,5.0
RA-444,444,2024,3,5.410188638266668,5.958791667,-0.5486030287333321,1,2.51,5.0
RA-445,445,2022,2,6.924,,,0,7.5,
RA-445,445,2023,2,7.9087,6.924,0.9846999999999992,0,6.89,7.5
RA-445,445,2024,3,7.3416246032,7.9087,-0.5670753968,1,7.51,6.89
RA-446,446,2022,2,7.367,,,0,5.0,
RA-447,447,2022,2,5.607,,,0,7.5,
RA-448,448,2022,2,7.972,,,0,7.5,
RA-449,449,2022,2,6.143,,,0,7.5,
RA-449,449,2023,3,7.396508333,6.143,1.253508333,0,7.52,7.5
RA-450,450,2022,2,7.843,,,0,7.5,
RA-450,450,2023,3,6.819625,7.843,-1.0233749999999997,1,2.52,7.5
RA-450,450,2024,4,7.526188206666666,6.819625,0.706563206666666,0,5.63,2.52
RA-451,451,2022,2,6.434,,,0,6.3,
RA-451,451,2023,2,8.386033333,6.434,1.9520333330000001,0,4.39,6.3
RA-452,452,2022,2,6.287,,,0,7.5,
RA-453,453,2022,2,7.845,,,0,7.5,
RA-454,454,2022,2,5.561,,,0,5.0,
RA-454,454,2023,3,4.603416667,5.561,-0.9575833329999996,1,5.0,5.0
RA-454,454,2024,4,5.8522943469666675,4.603416667,1.2488776799666672,0,6.255,5.0
RA-455,455,2022,2,6.876,,,0,7.5,
RA-455,455,2024,3,7.098988888900001,6.876,0.22298888890000068,0,8.13,7.5
RA-456,456,2022,2,7.193,,,0,6.3,
RA-456,456,2023,2,7.518,7.193,0.3250000000000002,0,4.39,6.3
RA-456,456,2024,3,8.331124561366668,7.518,0.813124561366668,0,7.51,4.39
RA-457,457,2022,2,7.68,,,0,7.5,
RA-457,457,2023,3,8.256833333,7.68,0.5768333329999997,0,7.52,7.5
RA-457,457,2024,4,8.5892756038,8.256833333,0.33244227080000144,0,7.51,7.52
RA-458,458,2022,2,6.512,,,0,7.5,
RA-458,458,2023,3,6.312083333,6.512,-0.19991666699999922,1,7.52,7.5
RA-458,458,2024,3,5.680161507933333,6.312083333,-0.6319218250666676,1,6.88,7.52
RA-459,459,2022,2,7.28,,,0,8.1,
RA-459,459,2023,3,8.240016667,7.28,0.9600166670000005,0,7.52,8.1
RA-459,459,2024,4,7.233804589400001,8.240016667,-1.0062120775999999,1,5.635,7.52
RA-460,460,2022,2,5.711,,,0,7.5,
RA-461,461,2022,2,5.451,,,0,7.5,
RA-461,461,2023,2,7.2379,5.451,1.7869000000000002,0,3.77,7.5
RA-461,461,2024,3,7.5447559291,7.2379,0.30685592910000015,0,7.51,3.77
RA-462,462,2022,2,6.626,,,0,7.5,
RA-462,462,2023,3,6.2267,6.626,-0.3993000000000002,1,5.0,7.5
RA-463,463,2022,2,6.41,,,0,7.5,
RA-463,463,2023,3,6.382383333,6.41,-0.027616667000000206,1,2.52,7.5
RA-464,464,2022,2,6.745,,,0,7.5,
RA-464,464,2023,3,6.081675,6.745,-0.6633250000000004,1,2.52,7.5
RA-464,464,2024,3,6.872009064333334,6.081675,0.7903340643333339,0,8.76,2.52
RA-465,465,2022,2,8.012,,,0,7.5,
RA-465,465,2023,3,8.012875,8.012,0.0008749999999988489,0,2.52,7.5
RA-466,466,2022,2,6.826,,,0,7.5,
RA-466,466,2023,2,6.595533333,6.826,-0.23046666699999996,1,6.89,7.5
RA-466,466,2024,3,6.778749122800001,6.595533333,0.18321578980000108,0,8.76,6.89
RA-467,467,2022,2,6.38,,,0,5.0,
RA-467,467,2023,3,6.552916667,6.38,0.17291666699999997,0,3.14,5.0
RA-467,467,2024,4,7.7298118421333335,6.552916667,1.1768951751333336,0,5.01,3.14
RA-468,468,2022,2,6.313,,,0,7.5,
RA-468,468,2023,3,5.911108333,6.313,-0.4018916670000001,1,6.27,7.5
RA-469,469,2022,2,7.624,,,0,5.0,
RA-469,469,2023,2,7.482533333,7.624,-0.14146666699999955,1,2.52,5.0
RA-469,469,2024,3,7.684639869300001,7.482533333,0.20210653630000053,0,7.51,2.52
RA-470,470,2022,2,7.378,,,0,7.5,
RA-470,470,2023,3,6.993766667,7.378,-0.38423333300000007,1,5.0,7.5
RA-470,470,2024,4,6.981130848,6.993766667,-0.01263581899999977,1,7.51,5.0
RA-471,471,2022,2,6.535,,,0,5.0,
RA-471,471,2023,3,6.855541667,6.535,0.32054166699999964,0,6.27,5.0
RA-471,471,2024,4,6.635847117766667,6.855541667,-0.2196945492333331,1,7.51,6.27
RA-472,472,2022,2,5.93,,,0,7.5,
RA-472,472,2023,2,6.6858,5.93,0.7558000000000007,0,7.52,7.5
RA-472,472,2024,2,6.6397610766,6.6858,-0.046038923400000265,1,7.51,7.52
RA-473,473,2022,2,5.915,,,0,7.5,
RA-474,474,2022,2,6.446,,,0,7.5,
RA-474,474,2023,3,5.283583333,6.446,-1.1624166669999996,1,5.0,7.5
RA-474,474,2024,3,6.024753703733333,5.283583333,0.7411703707333333,0,7.51,5.0
RA-475,475,2022,2,7.199,,,0,7.5,
RA-476,476,2022,2,6.931,,,0,4.4,
RA-476,476,2023,3,6.492408333,6.931,-0.43859166699999985,1,2.52,4.4
RA-476,476,2024,3,6.7359982456,6.492408333,0.24358991260000007,0,7.51,2.52
RA-477,477,2022,2,3.633,,,0,5.6,
RA-478,478,2022,2,6.709,,,0,5.6,
RA-478,478,2023,3,6.443616667,6.709,-0.26538333299999994,1,2.52,5.6
RA-479,479,2022,1,8.465,,,0,7.5,
RA-479,479,2023,2,8.988866667,8.465,0.5238666670000001,0,2.52,7.5
RA-479,479,2024,3,8.901966666666668,8.988866667,-0.08690000033333156,1,2.51,2.52
RA-480,480,2022,1,7.502,,,0,7.5,
RA-480,480,2023,1,8.226408333,7.502,0.7244083330000004,0,7.52,7.5
RA-480,480,2024,2,7.260202380900001,8.226408333,-0.9662059520999993,1,7.51,7.52
RA-481,481,2022,1,7.21,,,0,7.5,
RA-482,482,2022,1,6.866,,,0,7.5,
RA-483,483,2022,1,5.263,,,0,5.0,
RA-483,483,2023,1,6.3972,5.263,1.1341999999999999,0,2.52,5.0
RA-483,483,2024,2,6.578604762,6.3972,0.18140476200000055,0,6.26,2.52
RA-484,484,2022,1,6.71,,,0,5.0,
RA-484,484,2023,2,5.515466667,6.71,-1.1945333329999999,1,2.52,5.0
RA-484,484,2024,3,3.8354776573333336,5.515466667,-1.6799890096666665,1,2.51,2.52
RA-485,485,2022,1,4.742,,,0,7.5,
RA-486,486,2022,1,7.621,,,0,7.5,
RA-486,486,2023,2,7.1043,7.621,-0.5167000000000002,1,2.52,7.5
RA-487,487,2022,1,8.417,,,0,7.5,
RA-487,487,2023,2,8.988866667,8.417,0.5718666670000001,0,5.0,7.5
RA-487,487,2024,3,9.4171373016,8.988866667,0.4282706346000005,0,9.38,5.0
RA-488,488,2022,1,7.413,,,0,7.5,
RA-489,489,2022,1,5.853,,,0,7.5,
RA-490,490,2022,1,7.576,,,0,7.5,
RA-490,490,2023,2,7.429466667,7.576,-0.14653333299999982,1,2.52,7.5
RA-490,490,2024,3,7.368084290266667,7.429466667,-0.06138237673333258,1,8.755,2.52
RA-491,491,2022,1,7.461,,,0,7.5,
RA-491,491,2023,2,7.560533333,7.461,0.09953333300000011,0,2.52,7.5
RA-491,491,2024,2,6.995247619100001,7.560533333,-0.5652857138999998,1,7.51,2.52
RA-492,492,2022,1,7.678,,,0,7.5,
RA-493,493,2022,1,8.306,,,0,7.5,
RA-493,493,2023,2,7.934366667,8.306,-0.37163333299999923,1,2.52,7.5
RA-493,493,2024,3,7.4643250000000005,7.934366667,-0.4700416669999994,1,10.0,2.52
RA-494,494,2022,1,6.407,,,0,5.0,
RA-494,494,2023,2,7.116633333,6.407,0.7096333330000002,0,2.52,5.0
RA-494,494,2024,3,7.922281328333334,7.116633333,0.8056479953333335,0,8.755,2.52
RA-495,495,2022,1,7.857,,,0,7.5,
RA-495,495,2023,2,7.417366667,7.857,-0.4396333330000006,1,2.52,7.5
RA-496,496,2022,1,6.683,,,0,7.5,
RA-496,496,2023,2,6.603666667,6.683,-0.07933333300000012,1,5.0,7.5
RA-496,496,2024,3,6.726607507733334,6.603666667,0.12294084073333433,0,6.255,5.0
RA-497,497,2022,1,6.323,,,0,5.0,
RA-497,497,2023,2,5.7191,6.323,-0.6039000000000003,1,2.52,5.0
RA-497,497,2024,2,4.4960809524,5.7191,-1.2230190476000002,1,5.63,2.52
RA-498,498,2022,1,7.7,,,0,7.5,
RA-499,499,2022,1,7.826,,,0,7.5,
RA-499,499,2023,2,7.8883,7.826,0.062300000000000466,0,2.52,7.5
RA-499,499,2024,2,7.5794738095000005,7.8883,-0.3088261904999996,1,7.51,2.52
RA-500,500,2022,1,8.232,,,0,7.5,
RA-500,500,2023,2,8.427533333,8.232,0.1955333330000002,0,2.52,7.5
RA-500,500,2024,3,8.077708333333334,8.427533333,-0.3498249996666658,1,2.51,2.52
RA-501,501,2022,1,7.794,,,0,7.5,
RA-501,501,2023,1,8.1357,7.794,0.34170000000000034,0,7.52,7.5
RA-501,501,2024,2,8.2779474937,8.1357,0.14224749369999934,0,7.51,7.52
RA-502,502,2022,1,8.287,,,0,7.5,
RA-502,502,2023,1,8.749075,8.287,0.4620749999999987,0,7.52,7.5
RA-502,502,2024,2,8.5023309524,8.749075,-0.24674404760000002,1,3.755,7.52
RA-503,503,2022,1,7.95,,,0,7.5,
RA-503,503,2023,2,8.4682,7.95,0.5181999999999993,0,2.52,7.5
RA-503,503,2024,3,8.547495614066667,8.4682,0.07929561406666785,0,7.51,2.52
RA-504,504,2022,1,8.072,,,0,7.5,
RA-504,504,2023,1,8.299533333,8.072,0.22753333300000023,0,7.52,7.5
RA-505,505,2022,1,7.591,,,0,7.5,
RA-506,506,2022,1,7.132,,,0,7.5,
RA-506,506,2023,2,7.750033333,7.132,0.6180333330000005,0,5.0,7.5
RA-507,507,2022,1,7.653,,,0,7.5,
RA-508,508,2022,1,6.575,,,0,7.5,
RA-508,508,2023,2,7.671633333,6.575,1.0966333329999998,0,2.52,7.5
RA-508,508,2024,3,6.771708625733333,7.671633333,-0.899924707266667,1,7.51,2.52
RA-509,509,2022,1,7.808,,,0,7.5,
RA-509,509,2023,2,7.606033333,7.808,-0.20196666699999977,1,2.52,7.5
RA-509,509,2024,3,6.918152272733334,7.606033333,-0.6878810602666663,1,2.51,2.52
RA-510,510,2022,1,7.336,,,0,7.5,
RA-511,511,2022,1,7.094,,,0,7.5,
RA-512,512,2022,1,7.365,,,0,7.5,
RA-513,513,2022,1,8.229,,,0,5.6,
RA-513,513,2023,2,8.297866667,8.229,0.06886666699999999,0,2.52,5.6
RA-513,513,2024,3,8.728632539666668,8.297866667,0.43076587266666877,0,8.135,2.52
RA-514,514,2022,1,7.039,,,0,7.5,
RA-514,514,2023,1,5.823133333,7.039,-1.2158666669999993,1,2.52,7.5
RA-514,514,2024,2,6.219580952400001,5.823133333,0.39644761940000084,0,4.385,2.52
RA-515,515,2022,1,6.582,,,0,7.5,
RA-516,516,2022,1,8.903,,,0,7.5,
RA-516,516,2023,2,8.6807,8.903,-0.2223000000000006,1,2.52,7.5
RA-516,516,2024,3,8.384033333366668,8.6807,-0.29666666663333174,1,2.51,2.52
RA-517,517,2022,1,7.604,,,0,7.5,
RA-517,517,2023,2,6.3104,7.604,-1.2936000000000005,1,2.52,7.5
RA-517,517,2024,3,5.880466583166668,6.3104,-0.4299334168333315,1,2.51,2.52
RA-518,518,2022,1,7.661,,,0,7.5,
RA-518,518,2023,2,7.5762,7.661,-0.08479999999999954,1,5.0,7.5
RA-518,518,2024,3,6.3467483709,7.5762,-1.2294516290999997,1,2.51,5.0
RA-519,519,2022,1,8.0,,,0,7.5,
RA-519,519,2023,1,8.0177,8.0,0.017699999999999605,0,7.52,7.5
RA-520,520,2022,1,7.035,,,0,7.5,
RA-521,521,2022,1,7.725,,,0,5.0,
RA-521,521,2023,1,6.768666667,7.725,-0.9563333329999999,1,3.77,5.0
RA-521,521,2024,2,7.4798428571999995,6.768666667,0.7111761901999998,0,5.005,3.77
RA-522,522,2022,1,8.306,,,0,7.5,
RA-522,522,2023,1,7.890533333,8.306,-0.41546666699999957,1,7.52,7.5
RA-522,522,2024,2,8.6777119048,7.890533333,0.7871785718000011,0,7.51,7.52
RA-523,523,2022,1,7.591,,,0,7.5,
RA-524,524,2022,1,6.947,,,0,5.0,
RA-524,524,2023,2,7.331133333,6.947,0.3841333330000003,0,2.52,5.0
RA-524,524,2024,3,7.026322556366667,7.331133333,-0.30481077663333345,1,2.51,2.52
RA-525,525,2022,1,8.013,,,0,7.5,
RA-525,525,2023,2,7.911366667,8.013,-0.10163333299999966,1,2.52,7.5
RA-526,526,2022,1,8.079,,,0,7.5,
RA-526,526,2023,2,8.0957,8.079,0.01670000000000016,0,5.0,7.5
RA-526,526,2024,3,7.843157894833334,8.0957,-0.25254210516666653,1,8.13,5.0
RA-527,527,2022,1,8.025,,,0,7.5,
RA-527,527,2023,1,7.5682,8.025,-0.4568000000000003,1,7.52,7.5
RA-527,527,2024,2,8.1403666666,7.5682,0.5721666666000003,0,7.51,7.52
RA-528,528,2022,1,5.335,,,0,7.5,
RA-528,528,2023,2,7.6892,5.335,2.3541999999999996,0,5.0,7.5
RA-528,528,2024,3,7.276330075300001,7.6892,-0.41286992469999895,1,7.51,5.0
RA-529,529,2022,1,6.51,,,0,5.0,
RA-529,529,2023,1,7.278991667,6.51,0.7689916669999999,0,7.52,5.0
RA-529,529,2024,2,5.2661285715,7.278991667,-2.0128630954999993,1,4.38,7.52
RA-530,530,2022,1,8.338,,,0,7.5,
RA-530,530,2023,2,7.653033333,8.338,-0.6849666669999994,1,5.0,7.5
RA-530,530,2024,3,7.214534419433333,7.653033333,-0.4384989135666668,1,9.38,5.0
RA-531,531,2022,1,8.057,,,0,7.5,
RA-531,531,2023,2,8.3252,8.057,0.2682000000000002,0,2.52,7.5
RA-531,531,2024,3,7.9127926470666665,8.3252,-0.4124073529333341,1,4.38,2.52
RA-532,532,2022,1,7.792,,,0,7.5,
RA-533,533,2022,1,6.962,,,0,5.6,
RA-533,533,2023,1,7.434866667,6.962,0.4728666669999999,0,7.52,5.6
RA-534,534,2022,1,7.131,,,0,7.5,
RA-534,534,2023,2,5.8385,7.131,-1.2925000000000004,1,2.52,7.5
RA-534,534,2024,3,7.088855054266667,5.8385,1.2503550542666675,0,7.51,2.52
RA-535,535,2022,1,6.953,,,0,7.5,
RA-535,535,2023,2,8.0027,6.953,1.0497000000000005,0,5.0,7.5
RA-535,535,2024,3,7.659555952400001,8.0027,-0.34314404760000006,1,8.135,5.0
RA-536,536,2022,1,7.106,,,0,5.6,
RA-536,536,2023,2,7.759533333,7.106,0.6535333330000004,0,2.52,5.6
RA-536,536,2024,3,7.7704681818,7.759533333,0.010934848799999841,0,8.135,2.52
RA-537,537,2022,1,6.641,,,0,4.4,
RA-538,538,2022,1,6.309,,,0,5.6,
RA-538,538,2023,2,6.413466667,6.309,0.10446666699999962,0,2.52,5.6
RA-538,538,2024,3,6.514094017066666,6.413466667,0.10062735006666657,0,7.51,2.52
RA-539,539,2022,1,7.665,,,0,6.9,
RA-539,539,2023,2,7.796866667,7.665,0.13186666699999972,0,2.52,6.9
RA-539,539,2024,3,8.465533333333335,7.796866667,0.6686666663333352,0,7.51,2.52
RA-540,540,2022,1,7.303,,,0,5.6,
RA-540,540,2023,2,8.216033333,7.303,0.9130333330000004,0,5.0,5.6
RA-541,541,2022,1,5.427,,,0,6.9,
RA-542,542,2022,1,7.221,,,0,6.3,
RA-542,542,2023,2,7.816533333,7.221,0.5955333329999997,0,5.0,6.3
RA-542,542,2024,3,6.7205649586,7.816533333,-1.0959683744,1,8.13,5.0
RA-543,543,2022,1,7.05,,,0,4.4,
RA-543,543,2023,2,7.971833333,7.05,0.9218333330000004,0,2.52,4.4
RA-543,543,2024,3,8.0467871118,7.971833333,0.07495377880000031,0,2.51,2.52
RA-544,544,2022,1,6.307,,,0,5.6,
RA-545,545,2022,1,6.723,,,0,7.5,
RA-546,546,2022,1,6.77,,,0,5.0,
RA-546,546,2023,2,6.031666667,6.77,-0.7383333329999999,1,2.52,5.0
RA-546,546,2024,3,5.702426010066667,6.031666667,-0.32924065693333304,1,8.135,2.52
RA-547,547,2022,1,7.745,,,0,5.0,
RA-547,547,2023,2,6.467,7.745,-1.2780000000000005,1,2.52,5.0
RA-547,547,2024,3,7.2102906723333335,6.467,0.7432906723333339,0,8.135,2.52
RA-548,548,2022,1,7.292,,,0,6.9,
RA-548,548,2023,2,7.4322,7.292,0.1402000000000001,0,2.52,6.9
RA-548,548,2024,3,7.240168803466668,7.4322,-0.1920311965333319,1,7.51,2.52
RA-549,549,2022,1,6.301,,,0,6.9,
RA-549,549,2023,1,7.0297,6.301,0.7286999999999999,0,5.02,6.9
RA-549,549,2024,2,6.5398187888,7.0297,-0.48988121120000017,1,6.255,5.02
RA-550,550,2022,1,6.026,,,0,6.9,
RA-551,551,2022,1,6.853,,,0,6.9,
RA-551,551,2023,2,7.075033333,6.853,0.2220333330000006,0,2.52,6.9
RA-552,552,2022,1,6.625,,,0,5.0,
RA-552,552,2023,1,5.248666667,6.625,-1.3763333329999998,1,3.14,5.0
RA-553,553,2022,1,6.39,,,0,6.9,
RA-554,554,2022,1,5.588,,,0,6.9,
RA-555,555,2022,1,5.949,,,0,5.0,
RA-555,555,2023,2,5.898133333,5.949,-0.0508666670000002,1,2.52,5.0
RA-555,555,2024,3,5.111470186333333,5.898133333,-0.7866631466666663,1,6.885,2.52
RA-556,556,2022,1,7.181,,,0,5.0,
RA-556,556,2023,2,7.7482,7.181,0.5671999999999997,0,2.52,5.0
RA-556,556,2024,3,5.833377380933333,7.7482,-1.9148226190666664,1,2.51,2.52
RA-557,557,2022,1,8.334,,,0,7.5,
RA-557,557,2023,2,8.7717,8.334,0.43769999999999953,0,5.0,7.5
RA-557,557,2024,3,9.350986466133334,8.7717,0.5792864661333343,0,7.51,5.0
RA-558,558,2022,1,5.539,,,0,5.0,
RA-558,558,2023,2,6.615333333,5.539,1.076333333,0,5.0,5.0
RA-558,558,2024,3,5.048054503133334,6.615333333,-1.567278829866666,1,8.13,5.0
RA-559,559,2022,1,7.634,,,0,7.5,
RA-559,559,2023,2,7.947366667,7.634,0.3133666669999995,0,5.0,7.5
RA-559,559,2024,3,6.158158974333333,7.947366667,-1.7892076926666665,1,8.13,5.0
RA-560,560,2022,1,4.949,,,0,5.0,
RA-560,560,2023,2,4.932,4.949,-0.01699999999999946,1,2.52,5.0
RA-561,561,2022,1,7.856,,,0,7.5,
RA-562,562,2022,1,7.855,,,0,7.5,
RA-562,562,2023,2,6.824833333,7.855,-1.0301666670000005,1,2.52,7.5
RA-562,562,2024,3,8.392733333333334,6.824833333,1.567900000333334,0,8.135,2.52
RA-563,563,2022,1,8.22,,,0,7.5,
RA-563,563,2023,2,7.684133333,8.22,-0.5358666670000005,1,2.52,7.5
RA-563,563,2024,3,8.595447619066668,7.684133333,0.9113142860666681,0,8.135,2.52
RA-564,564,2022,1,4.972,,,0,5.0,
RA-565,565,2022,1,5.233,,,0,7.5,
RA-566,566,2022,1,7.729,,,0,7.5,
RA-566,566,2023,2,7.7227,7.729,-0.006300000000000416,1,2.52,7.5
RA-567,567,2022,1,6.281,,,0,7.5,
RA-568,568,2022,1,7.306,,,0,6.9,
RA-568,568,2023,2,6.9647,7.306,-0.3413000000000004,1,5.0,6.9
RA-568,568,2024,3,5.545864285733334,6.9647,-1.4188357142666659,1,8.13,5.0
RA-569,569,2022,1,7.074,,,0,5.0,
RA-570,570,2022,1,5.722,,,0,7.5,
RA-570,570,2023,1,6.781033333,5.722,1.0590333329999995,0,3.77,7.5
RA-570,570,2024,2,6.8133640787,6.781033333,0.032330745700000385,0,5.625,3.77
RA-571,571,2022,1,6.589,,,0,7.5,
RA-571,571,2023,1,6.6097,6.589,0.02069999999999972,0,3.77,7.5
RA-571,571,2024,2,6.2964554347999995,6.6097,-0.31324456520000066,1,4.375,3.77
RA-572,572,2022,1,7.48,,,0,7.5,
RA-573,573,2022,1,8.261,,,0,7.5,
RA-573,573,2023,2,7.774366667,8.261,-0.48663333299999945,1,5.0,7.5
RA-573,573,2024,3,7.839050000000001,7.774366667,0.0646833330000014,0,8.755,5.0
RA-574,574,2022,1,6.86,,,0,5.0,
RA-574,574,2023,2,7.878133333,6.86,1.0181333329999998,0,5.0,5.0
RA-575,575,2022,1,5.889,,,0,7.5,
RA-576,576,2022,1,7.59,,,0,7.5,
RA-576,576,2023,1,7.984741667,7.59,0.3947416669999999,0,5.02,7.5
RA-576,576,2024,2,8.93195,7.984741667,0.9472083330000007,0,7.51,5.02
RA-577,577,2022,1,7.862,,,0,7.5,
