RA,ra_num,ano_base,Fase_num,Ativo/ Inativo,INDE_final,IPS,IEG,status
RA-271,271,2024,5,Cursando,7.400633333333334,6.26,8.958333333333334,CURSANDO
RA-316,316,2024,5,Cursando,8.708925,7.51,10.0,CURSANDO
RA-286,286,2024,5,Cursando,5.123180882333333,6.26,4.031862745000001,CURSANDO
RA-320,320,2024,5,Cursando,8.442258333333335,7.51,10.0,CURSANDO
RA-1207,1207,2024,5,Cursando,6.509169736866667,7.51,6.581140350999999,CURSANDO
RA-1617,1617,2024,5,Cursando,4.926285714266666,7.51,5.571428571333333,CURSANDO
RA-158,158,2024,5,Cursando,6.855159259266667,6.26,7.796296296333334,CURSANDO
RA-306,306,2024,5,Cursando,6.1661539474,7.51,7.699561403666666,CURSANDO
RA-1618,1618,2024,5,Cursando,7.0487660130666665,7.51,7.908496732000001,CURSANDO
RA-308,308,2024,5,Cursando,7.489282456133334,5.635,8.714912280666667,CURSANDO
RA-1619,1619,2024,5,Cursando,7.393951851866667,7.51,9.259259259333334,CURSANDO
RA-299,299,2024,5,Cursando,8.177186956533333,6.26,8.963768115999999,CURSANDO
RA-251,251,2024,5,Cursando,6.7135006212,5.63,8.612836439,CURSANDO
RA-157,157,2024,5,Cursando,8.950566666733334,6.26,10.0,CURSANDO
RA-1620,1620,2024,5,Cursando,6.652766666666667,7.51,6.666666666666667,CURSANDO
RA-321,321,2024,5,Cursando,8.125807932933334,6.26,9.534706331,CURSANDO
RA-1195,1195,2024,5,Cursando,7.5085144926666665,5.63,9.855072463666666,CURSANDO
RA-1200,1200,2024,5,Cursando,5.6415838956,6.26,7.099419478000001,CURSANDO
RA-278,278,2024,5,Cursando,8.907314492800001,7.51,9.855072463666666,CURSANDO
RA-85,85,2024,5,Cursando,6.999509385733333,3.755,8.668046928999999,CURSANDO
RA-279,279,2024,5,Cursando,9.113133333366667,7.51,10.0,CURSANDO
RA-1621,1621,2024,5,Cursando,8.107033333366667,6.26,10.0,CURSANDO
RA-280,280,2024,5,Cursando,8.822714492700001,6.26,9.855072463666666,CURSANDO
RA-1201,1201,2024,5,Cursando,8.376195238033333,7.51,9.523809523666666,CURSANDO
RA-1622,1622,2024,5,Cursando,8.429066666633334,7.51,10.0,CURSANDO
RA-132,132,2024,6,Cursando,8.4746321428,7.51,8.380952380666665,CURSANDO
RA-42,42,2024,6,Cursando,7.656628769866667,5.635,9.682539682666667,CURSANDO
RA-1623,1623,2024,6,Cursando,7.7609537037333345,6.26,8.518518518666667,CURSANDO
RA-106,106,2024,6,Cursando,7.721664285733334,5.635,8.761904762,CURSANDO
RA-123,123,2024,6,Cursando,6.887248015866668,5.635,8.412698412666666,CURSANDO
RA-125,125,2024,6,Cursando,6.627079761933334,7.51,5.6428571430000005,CURSANDO
RA-1624,1624,2024,6,Cursando,7.743213492066667,7.51,9.460317460333334,CURSANDO
RA-1625,1625,2024,6,Cursando,6.888194089266667,7.51,7.112887113,CURSANDO
RA-1626,1626,2024,6,Cursando,8.541085606066668,7.51,9.696969697,CURSANDO
RA-1627,1627,2024,6,Cursando,7.481547222200001,7.51,7.777777777666667,CURSANDO
RA-1628,1628,2024,6,Cursando,7.500131368600001,7.51,8.509823509666667,CURSANDO
RA-112,112,2024,6,Cursando,8.052609920666667,7.51,7.978174603333333,CURSANDO
RA-1629,1629,2024,6,Cursando,7.560550529133334,7.51,8.645502645666667,CURSANDO
RA-91,91,2024,6,Cursando,7.426704761933335,5.635,7.476190476333334,CURSANDO
RA-167,167,2024,6,Cursando,8.033470175466666,6.26,9.473684210666667,CURSANDO
RA-1203,1203,2024,6,Cursando,8.9495245614,7.51,9.649122807,CURSANDO
RA-94,94,2024,6,Cursando,8.637033333333335,6.26,9.666666666666666,CURSANDO
RA-81,81,2024,6,Cursando,8.256566666666668,6.26,9.333333333333334,CURSANDO
RA-1630,1630,2024,6,Cursando,8.583133333333334,7.51,9.833333333333334,CURSANDO
RA-171,171,2024,6,Cursando,7.3289333333333335,5.635,7.833333333333333,CURSANDO
RA-1220,1220,2024,6,Cursando,7.143244444466667,6.885,8.555555555666666,CURSANDO
RA-1631,1631,2024,6,Cursando,8.186433333333333,7.51,10.0,CURSANDO
RA-1632,1632,2024,6,Cursando,8.389333333333335,7.51,10.0,CURSANDO
RA-1210,1210,2024,6,Cursando,8.2302,7.51,10.0,CURSANDO
RA-175,175,2024,6,Cursando,8.024136842133334,6.26,9.473684210666667,CURSANDO
RA-80,80,2024,7,Cursando,8.131659175733333,8.13,7.8961292116666675,CURSANDO
RA-40,40,2024,7,Cursando,7.098051462066667,8.13,7.211257310000001,CURSANDO
RA-1214,1214,2024,7,Cursando,8.5902971362,8.13,9.081527348,CURSANDO
RA-92,92,2024,7,Cursando,8.052279017,7.51,8.769145085,CURSANDO
RA-45,45,2024,7,Cursando,8.743476190400001,9.38,9.619047619,CURSANDO
RA-56,56,2024,7,Cursando,9.077020175400001,10.0,9.265350877333333,CURSANDO
RA-57,57,2024,7,Cursando,7.4193804301999995,6.88,6.010860484333333,CURSANDO
RA-58,58,2024,7,Cursando,8.7713289474,7.51,9.824561403666666,CURSANDO
RA-78,78,2024,7,Cursando,8.1780308688,8.755,8.028404344,CURSANDO
RA-87,87,2024,7,Cursando,9.437924561333332,9.375,9.649122807,CURSANDO
RA-64,64,2024,7,Cursando,8.743607059266667,8.135,8.980785296666667,CURSANDO
RA-48,48,2024,7,Cursando,8.402390371800001,9.375,8.339076859,CURSANDO
RA-1230,1230,2024,7,Cursando,4.7612000000000005,7.195,0.0,CURSANDO
RA-90,90,2024,7,Cursando,8.352033333333335,6.885,9.0,CURSANDO
RA-269,269,2024,7,Cursando,8.4773,7.505,9.6,CURSANDO
RA-270,270,2024,7,Cursando,4.79255,6.2575,0.0,CURSANDO
RA-76,76,2024,7,Cursando,8.152033333333334,6.885,9.0,CURSANDO
RA-153,153,2024,7,Cursando,4.78185,6.5675,0.0,CURSANDO
RA-1226,1226,2024,7,Cursando,7.785233333333334,6.885,9.0,CURSANDO
RA-93,93,2024,7,Cursando,8.275550000066668,6.2575,9.931666667,CURSANDO
RA-119,119,2024,7,Cursando,8.085299999933333,6.57,9.983333333,CURSANDO
RA-241,241,2024,7,Cursando,8.311616666733334,7.1975,9.891666667,CURSANDO
RA-242,242,2024,7,Cursando,8.2887,6.26,9.621,CURSANDO
RA-52,52,2024,7,Cursando,8.144466666733333,6.885,9.437666667,CURSANDO
RA-1227,1227,2024,7,Cursando,4.8446,7.195,0.0,CURSANDO
RA-245,245,2024,7,Cursando,8.452633333266668,6.885,9.953333333,CURSANDO
RA-246,246,2024,7,Cursando,4.7404,6.57,0.0,CURSANDO
RA-1228,1228,2024,7,Cursando,4.8761,7.51,0.0,CURSANDO
RA-1229,1229,2024,7,Cursando,4.8238,6.57,0.0,CURSANDO
RA-98,98,2024,7,Cursando,8.617450000000002,7.1975,9.546,CURSANDO
RA-277,277,2024,7,Cursando,8.0689833334,6.5725,9.741666667,CURSANDO
RA-172,172,2024,7,Cursando,8.128766666666667,6.57,9.8,CURSANDO
RA-291,291,2024,7,Cursando,7.9319666667333335,6.26,9.737666667,CURSANDO
RA-86,86,2024,7,Cursando,7.611233333266666,6.57,9.704333333,CURSANDO
RA-143,143,2024,7,Cursando,7.449366666666667,6.885,9.92,CURSANDO
RA-166,166,2024,7,Cursando,8.243183333333334,6.5725,9.246,CURSANDO
RA-191,191,2024,7,Cursando,7.7887,5.945,9.571,CURSANDO
RA-1236,1236,2024,8,Cursando,,,0.0,CURSANDO
RA-1234,1234,2024,8,Cursando,,,0.0,CURSANDO
RA-1633,1633,2024,8,Cursando,,,0.0,CURSANDO
RA-1248,1248,2024,8,Cursando,,,0.0,CURSANDO
RA-1246,1246,2024,8,Cursando,,,0.0,CURSANDO
RA-1245,1245,2024,8,Cursando,,,0.0,CURSANDO
RA-1244,1244,2024,8,Cursando,,,0.0,CURSANDO
RA-1634,1634,2024,8,Cursando,,,0.0,CURSANDO
RA-1242,1242,2024,8,Cursando,,,0.0,CURSANDO
RA-1250,1250,2024,8,Cursando,,,0.0,CURSANDO
RA-1241,1241,2024,8,Cursando,,,0.0,CURSANDO
RA-1240,1240,2024,8,Cursando,,,0.0,CURSANDO
RA-1249,1249,2024,8,Cursando,,,0.0,CURSANDO
RA-1239,1239,2024,8,Cursando,,,0.0,CURSANDO
RA-1251,1251,2024,8,Cursando,,,0.0,CURSANDO
RA-1264,1264,2024,8,Cursando,,,0.0,CURSANDO
RA-1263,1263,2024,8,Cursando,,,0.0,CURSANDO
RA-1262,1262,2024,8,Cursando,,,0.0,CURSANDO
RA-1261,1261,2024,8,Cursando,,,0.0,CURSANDO
RA-1259,1259,2024,8,Cursando,,,0.0,CURSANDO
RA-1257,1257,2024,8,Cursando,,,0.0,CURSANDO
RA-1256,1256,2024,8,Cursando,,,0.0,CURSANDO
RA-1265,1265,2024,8,Cursando,,,0.0,CURSANDO
RA-1255,1255,2024,8,Cursando,,,0.0,CURSANDO
RA-13,13,2024,8,Cursando,,,0.0,CURSANDO
RA-1253,1253,2024,8,Cursando,,,0.0,CURSANDO
RA-1635,1635,2024,8,Cursando,,,0.0,CURSANDO
RA-1273,1273,2024,8,Cursando,,,0.0,CURSANDO
RA-14,14,2024,8,Cursando,,,0.0,CURSANDO
RA-1271,1271,2024,8,Cursando,,,0.0,CURSANDO
RA-1,1,2024,8,Cursando,,,0.0,CURSANDO
RA-1270,1270,2024,8,Cursando,,,0.0,CURSANDO
RA-1274,1274,2024,8,Cursando,,,0.0,CURSANDO
RA-23,23,2024,8,Cursando,,,0.0,CURSANDO
RA-2,2,2024,8,Cursando,,,0.0,CURSANDO
RA-25,25,2024,8,Cursando,,,0.0,CURSANDO
RA-1272,1272,2024,8,Cursando,,,0.0,CURSANDO
RA-6,6,2024,8,Cursando,,,0.0,CURSANDO
RA-29,29,2024,8,Cursando,,,0.0,CURSANDO
RA-17,17,2024,8,Cursando,,,0.0,CURSANDO
RA-7,7,2024,8,Cursando,,,0.0,CURSANDO
RA-31,31,2024,8,Cursando,,,0.0,CURSANDO
RA-1269,1269,2024,8,Cursando,,,0.0,CURSANDO
RA-12,12,2024,8,Cursando,,,0.0,CURSANDO
RA-35,35,2024,8,Cursando,,,0.0,CURSANDO
RA-1636,1636,2024,8,Cursando,,,0.0,CURSANDO
RA-88,88,2024,8,Cursando,,,0.0,CURSANDO
RA-36,36,2024,8,Cursando,,,0.0,CURSANDO
RA-21,21,2024,8,Cursando,,,0.0,CURSANDO
RA-49,49,2024,8,Cursando,,,0.0,CURSANDO
RA-1225,1225,2024,8,Cursando,,,0.0,CURSANDO
RA-1221,1221,2024,8,Cursando,,,0.0,CURSANDO
RA-26,26,2024,8,Cursando,,,0.0,CURSANDO
RA-27,27,2024,8,Cursando,,,0.0,CURSANDO
RA-155,155,2024,8,Cursando,,,0.0,CURSANDO
RA-96,96,2024,8,Cursando,,,0.0,CURSANDO
RA-59,59,2024,8,Cursando,,,0.0,CURSANDO
RA-1216,1216,2024,8,Cursando,,,0.0,CURSANDO
RA-19,19,2024,8,Cursando,,,0.0,CURSANDO
RA-62,62,2024,8,Cursando,,,0.0,CURSANDO
RA-173,173,2024,8,Cursando,,,0.0,CURSANDO
RA-38,38,2024,8,Cursando,,,0.0,CURSANDO
RA-1224,1224,2024,8,Cursando,,,0.0,CURSANDO
RA-39,39,2024,8,Cursando,,,0.0,CURSANDO
RA-1637,1637,2024,9,Cursando,,,0.0,CURSANDO
RA-1638,1638,2024,9,Cursando,,,0.0,CURSANDO
RA-1268,1268,2024,9,Cursando,,,0.0,CURSANDO
RA-1260,1260,2024,9,Cursando,,,0.0,CURSANDO
RA-1639,1639,2024,9,Cursando,,,0.0,CURSANDO
RA-1640,1640,2024,9,Cursando,,,0.0,CURSANDO
RA-1641,1641,2024,9,Cursando,,,0.0,CURSANDO
RA-1266,1266,2024,9,Cursando,,,0.0,CURSANDO
RA-1642,1642,2024,9,Cursando,,,0.0,CURSANDO
RA-1258,1258,2024,9,Cursando,,,0.0,CURSANDO
RA-1235,1235,2024,9,Cursando,,,0.0,CURSANDO
RA-1643,1643,2024,9,Cursando,,,0.0,CURSANDO
RA-1644,1644,2024,9,Cursando,,,0.0,CURSANDO
RA-1645,1645,2024,9,Cursando,,,0.0,CURSANDO
RA-1646,1646,2024,9,Cursando,,,0.0,CURSANDO
RA-1647,1647,2024,9,Cursando,,,0.0,CURSANDO
RA-1237,1237,2024,9,Cursando,,,0.0,CURSANDO
RA-1648,1648,2024,9,Cursando,,,0.0,CURSANDO
RA-1649,1649,2024,9,Cursando,,,0.0,CURSANDO
RA-1650,1650,2024,9,Cursando,,,0.0,CURSANDO
RA-1651,1651,2024,9,Cursando,,,0.0,CURSANDO
RA-1652,1652,2024,9,Cursando,,,0.0,CURSANDO
RA-1653,1653,2024,9,Cursando,,,0.0,CURSANDO
RA-1654,1654,2024,9,Cursando,,,0.0,CURSANDO
RA-1655,1655,2024,9,Cursando,,,0.0,CURSANDO
RA-1656,1656,2024,9,Cursando,,,0.0,CURSANDO
RA-1254,1254,2024,9,Cursando,,,0.0,CURSANDO
RA-1233,1233,2024,9,Cursando,,,0.0,CURSANDO
RA-1232,1232,2024,9,Cursando,,,0.0,CURSANDO
RA-1231,1231,2024,9,Cursando,,,0.0,CURSANDO
RA-1238,1238,2024,9,Cursando,,,0.0,CURSANDO
RA-1267,1267,2024,9,Cursando,,,0.0,CURSANDO
RA-1657,1657,2024,9,Cursando,,,0.0,CURSANDO
RA-1658,1658,2024,9,Cursando,,,0.0,CURSANDO
RA-1659,1659,2024,9,Cursando,,,0.0,CURSANDO
RA-1252,1252,2024,9,Cursando,,,0.0,CURSANDO
RA-1660,1660,2024,9,Cursando,,,0.0,CURSANDO
RA-1661,1661,2024,9,Cursando,,,0.0,CURSANDO
