RA,ra_num,ano_base,Fase_num,Ativo/ Inativo,INDE_final,IPS,IEG,status
RA-1432,1432,2024,1,Cursando,8.774075000000002,7.51,10.0,CURSANDO
RA-1433,1433,2024,1,Cursando,8.1939895962,7.51,9.068322981,CURSANDO
RA-1434,1434,2024,1,Cursando,8.2775982919,6.26,7.9813664595,CURSANDO
RA-958,958,2024,1,Cursando,9.531325,6.26,10.0,CURSANDO
RA-961,961,2024,1,Cursando,6.529417908900001,6.26,8.8923395445,CURSANDO
RA-1435,1435,2024,1,Cursando,7.7196166667,7.51,7.833333333500001,CURSANDO
RA-755,755,2024,1,Cursando,8.925450000000001,7.51,10.0,CURSANDO
RA-1436,1436,2024,1,Cursando,7.589914648100001,7.51,8.674948240500001,CURSANDO
RA-1437,1437,2024,1,Cursando,7.982890217400001,7.51,9.347826087,CURSANDO
RA-1438,1438,2024,1,Cursando,8.176825000000001,7.51,9.0,CURSANDO
RA-1439,1439,2024,1,Cursando,8.507700000000002,7.51,10.0,CURSANDO
RA-1440,1440,2024,1,Cursando,7.469102691500001,7.51,9.544513457499999,CURSANDO
RA-1441,1441,2024,1,Cursando,8.961646169800002,7.51,9.109730849,CURSANDO
RA-1442,1442,2024,1,Cursando,7.135189648100001,7.51,8.674948240500001,CURSANDO
RA-1443,1443,2024,1,Cursando,6.921633333300001,6.26,7.5,CURSANDO
RA-1444,1444,2024,1,Cursando,6.610588888900001,7.51,5.277777778,CURSANDO
RA-956,956,2024,1,Cursando,6.1175906455,6.885,6.017786561,CURSANDO
RA-952,952,2024,1,Cursando,8.853624242300002,6.26,9.545454545,CURSANDO
RA-939,939,2024,1,Cursando,7.051379841899999,5.63,8.8833992095,CURSANDO
RA-953,953,2024,1,Cursando,7.961241502000001,6.26,6.85770751,CURSANDO
RA-954,954,2024,1,Cursando,8.2823798419,6.26,8.8833992095,CURSANDO
RA-792,792,2024,1,Cursando,6.036012253,7.51,5.2865612650000005,CURSANDO
RA-1000,1000,2024,1,Cursando,8.364790909100002,6.26,9.5454545455,CURSANDO
RA-763,763,2024,1,Cursando,6.984760606,6.26,8.8636363635,CURSANDO
RA-1001,1001,2024,1,Cursando,7.7964318841,7.51,9.347826087,CURSANDO
RA-1445,1445,2024,1,Cursando,7.842866666700001,7.51,9.5,CURSANDO
RA-1446,1446,2024,1,Cursando,5.9004061924,6.26,6.6501976285,CURSANDO
RA-768,768,2024,1,Cursando,7.0345379447,6.26,7.9841897235,CURSANDO
RA-1447,1447,2024,1,Cursando,7.5402350878,7.51,9.7368421055,CURSANDO
RA-980,980,2024,1,Cursando,7.946388311600001,7.51,9.058441558,CURSANDO
RA-982,982,2024,1,Cursando,8.119860173100001,7.51,8.365800865499999,CURSANDO
RA-1448,1448,2024,1,Cursando,7.466126406900001,7.51,9.5346320345,CURSANDO
RA-1070,1070,2024,1,Cursando,6.287171861500001,5.635,9.3073593075,CURSANDO
RA-985,985,2024,1,Cursando,8.2432,6.26,10.0,CURSANDO
RA-986,986,2024,1,Cursando,8.2603406926,6.26,9.2965367965,CURSANDO
RA-810,810,2024,1,Cursando,7.704770175400001,5.635,9.4736842105,CURSANDO
RA-987,987,2024,1,Cursando,8.3028861472,7.51,9.0692640695,CURSANDO
RA-988,988,2024,1,Cursando,8.1765333333,7.51,10.0,CURSANDO
RA-805,805,2024,1,Cursando,6.9375869048,4.38,9.523809524,CURSANDO
RA-806,806,2024,1,Cursando,6.972777380900001,7.51,6.9047619045,CURSANDO
RA-807,807,2024,1,Cursando,7.797628571400001,7.51,7.8571428569999995,CURSANDO
RA-808,808,2024,1,Cursando,8.7897,7.51,10.0,CURSANDO
RA-963,963,2024,1,Cursando,8.375080952400001,7.51,9.761904762,CURSANDO
RA-989,989,2024,1,Cursando,7.3743785714,6.26,7.8571428569999995,CURSANDO
RA-964,964,2024,1,Cursando,7.548241666600001,7.51,8.333333332999999,CURSANDO
RA-1449,1449,2024,1,Cursando,7.214341666700001,7.51,8.3333333335,CURSANDO
RA-801,801,2024,1,Cursando,6.6752,7.51,5.75,CURSANDO
RA-1450,1450,2024,1,Cursando,7.405235714200002,7.51,8.571428571,CURSANDO
RA-984,984,2024,1,Cursando,8.475080952400003,7.51,9.761904762,CURSANDO
RA-1451,1451,2024,1,Cursando,7.560479761900002,7.51,8.8095238095,CURSANDO
RA-967,967,2024,1,Cursando,5.442610714300001,7.51,3.5714285715,CURSANDO
RA-968,968,2024,1,Cursando,7.8403547619000005,7.51,8.8095238095,CURSANDO
RA-521,521,2024,2,Cursando,7.4798428571999995,5.005,9.0357142855,CURSANDO
RA-821,821,2024,2,Cursando,6.643866666600001,7.51,5.9166666665,CURSANDO
RA-1075,1075,2024,2,Cursando,6.8100812324,3.755,8.5154061625,CURSANDO
RA-1048,1048,2024,2,Cursando,7.5198666666000005,6.255,6.833333333500001,CURSANDO
RA-1082,1082,2024,2,Cursando,6.6114857142,10.0,7.5714285715,CURSANDO
RA-680,680,2024,2,Cursando,4.9800714287000005,5.635,6.6428571430000005,CURSANDO
RA-698,698,2024,2,Cursando,7.3363190476,6.88,8.3214285715,CURSANDO
RA-1452,1452,2024,2,Cursando,8.6268666667,7.51,10.0,CURSANDO
RA-1453,1453,2024,2,Cursando,7.1234857143,6.25,7.8214285715,CURSANDO
RA-1454,1454,2024,2,Cursando,7.7042238095,7.51,5.880952381,CURSANDO
RA-1455,1455,2024,2,Cursando,6.6442555555,7.51,7.777777778,CURSANDO
RA-529,529,2024,2,Cursando,5.2661285715,4.38,6.6071428569999995,CURSANDO
RA-1456,1456,2024,2,Cursando,8.492914285800001,7.51,9.511904762,CURSANDO
RA-1015,1015,2024,2,Cursando,6.643252381000002,7.51,7.8214285715,CURSANDO
RA-483,483,2024,2,Cursando,6.578604762,6.26,5.6428571430000005,CURSANDO
RA-497,497,2024,2,Cursando,4.4960809524,5.63,6.095238095,CURSANDO
RA-1457,1457,2024,2,Cursando,6.0197761904,7.51,8.0357142855,CURSANDO
RA-688,688,2024,2,Cursando,8.986533333300002,8.13,10.0,CURSANDO
RA-696,696,2024,2,Cursando,7.482680952299999,7.51,7.845238095,CURSANDO
RA-1458,1458,2024,2,Cursando,5.879073684200001,7.51,7.280701754500001,CURSANDO
RA-1034,1034,2024,2,Cursando,8.0333666666,7.51,8.0833333335,CURSANDO
RA-491,491,2024,2,Cursando,6.995247619100001,7.51,9.011904762,CURSANDO
RA-1027,1027,2024,2,Cursando,8.220866666700001,7.51,10.0,CURSANDO
RA-1023,1023,2024,2,Cursando,9.498580952300001,9.375,9.511904762,CURSANDO
RA-686,686,2024,2,Cursando,8.040259523700001,6.885,8.7857142855,CURSANDO
RA-480,480,2024,2,Cursando,7.260202380900001,7.51,8.0714285715,CURSANDO
RA-1459,1459,2024,2,Cursando,6.665390476100001,7.51,8.2976190475,CURSANDO
RA-1460,1460,2024,2,Cursando,6.784805263200001,7.51,7.460526316,CURSANDO
RA-1017,1017,2024,2,Cursando,7.345521428500001,6.26,7.8095238095,CURSANDO
RA-499,499,2024,2,Cursando,7.5794738095000005,7.51,9.0476190475,CURSANDO
RA-514,514,2024,2,Cursando,6.219580952400001,4.385,7.595238095,CURSANDO
RA-1461,1461,2024,2,Cursando,6.871961904800001,7.51,9.273809524,CURSANDO
RA-1462,1462,2024,2,Cursando,7.6243666666,7.51,10.0,CURSANDO
RA-1463,1463,2024,2,Cursando,9.074561111000001,7.51,9.722222222,CURSANDO
RA-1464,1464,2024,2,Cursando,7.288424359,7.51,7.794871795,CURSANDO
RA-687,687,2024,2,Cursando,8.2739844611,7.51,9.2355889725,CURSANDO
RA-1030,1030,2024,2,Cursando,7.7401916040000005,4.385,8.28320802,CURSANDO
RA-1465,1465,2024,2,Cursando,7.3344666666,7.51,8.75,CURSANDO
RA-522,522,2024,2,Cursando,8.6777119048,7.51,9.523809524,CURSANDO
RA-501,501,2024,2,Cursando,8.2779474937,7.51,7.9949874685,CURSANDO
RA-1466,1466,2024,2,Cursando,8.213723809600001,7.51,7.380952381,CURSANDO
RA-502,502,2024,2,Cursando,8.5023309524,3.755,9.761904762,CURSANDO
RA-1467,1467,2024,2,Cursando,8.836711278200001,7.51,9.022556391,CURSANDO
RA-1468,1468,2024,2,Cursando,8.1281028822,7.51,8.972431078,CURSANDO
RA-527,527,2024,2,Cursando,8.1403666666,7.51,10.0,CURSANDO
RA-1469,1469,2024,2,Cursando,7.459755555500001,7.51,9.4444444445,CURSANDO
RA-1470,1470,2024,2,Cursando,5.967421532000001,6.26,6.35610766,CURSANDO
RA-1471,1471,2024,2,Cursando,7.404455434800001,7.51,7.195652174,CURSANDO
RA-710,710,2024,2,Cursando,7.0366241342,5.625,8.170995671,CURSANDO
RA-1472,1472,2024,2,Cursando,8.773575000000001,7.51,10.0,CURSANDO
RA-837,837,2024,2,Cursando,7.9648467391,6.885,9.782608695499999,CURSANDO
RA-549,549,2024,2,Cursando,6.5398187888,6.255,7.204968943999999,CURSANDO
RA-571,571,2024,2,Cursando,6.2964554347999995,4.375,8.695652174,CURSANDO
RA-731,731,2024,2,Cursando,4.7704873377000006,4.375,4.188311688500001,CURSANDO
RA-706,706,2024,2,Cursando,5.8701964286,6.26,7.1428571430000005,CURSANDO
RA-707,707,2024,2,Cursando,6.4975618421000005,4.375,7.7236842105,CURSANDO
RA-1044,1044,2024,2,Cursando,7.966711904800001,7.51,9.523809524,CURSANDO
RA-1054,1054,2024,2,Cursando,6.985788509300001,7.51,7.3291925465,CURSANDO
RA-721,721,2024,2,Cursando,8.8986026915,8.135,9.544513457499999,CURSANDO
RA-1473,1473,2024,2,Cursando,6.689320600500001,5.625,8.4368530025,CURSANDO
RA-735,735,2024,2,Cursando,7.7888467391,6.255,9.782608695499999,CURSANDO
RA-712,712,2024,2,Cursando,6.2236373706000006,5.625,5.983436853,CURSANDO
RA-1103,1103,2024,2,Cursando,7.861995031000001,7.51,7.763975155000001,CURSANDO
RA-570,570,2024,2,Cursando,6.8133640787,5.625,8.0020703935,CURSANDO
RA-713,713,2024,2,Cursando,7.467500983400001,7.51,7.525879916999999,CURSANDO
RA-714,714,2024,2,Cursando,5.4653662008,6.255,6.873706004,CURSANDO
RA-737,737,2024,2,Cursando,8.4695488613,6.885,8.6542443065,CURSANDO
RA-1474,1474,2024,2,Cursando,7.384207505200001,5.625,7.960662526,CURSANDO
RA-1036,1036,2024,2,Cursando,8.2841303831,7.51,9.0890269155,CURSANDO
RA-576,576,2024,2,Cursando,8.93195,7.51,10.0,CURSANDO
RA-577,577,2024,2,Cursando,6.629159109700001,5.625,5.7660455485,CURSANDO
RA-580,580,2024,2,Cursando,7.9281521222,7.51,8.871635610999999,CURSANDO
RA-581,581,2024,2,Cursando,7.0833015528,5.625,8.198757764,CURSANDO
RA-841,841,2024,2,Cursando,6.035771224300001,7.51,6.3272311215000006,CURSANDO
RA-730,730,2024,2,Cursando,8.469255555700002,6.885,7.152777778,CURSANDO
RA-855,855,2024,2,Cursando,8.578533333400001,7.51,10.0,CURSANDO
RA-820,820,2024,2,Cursando,7.426572549100001,7.51,6.573529412,CURSANDO
RA-715,715,2024,2,Cursando,5.3098253133,3.755,5.250626566499999,CURSANDO
RA-1038,1038,2024,2,Cursando,7.9646385965,7.51,7.5438596495,CURSANDO
RA-1475,1475,2024,2,Cursando,7.413901754400001,7.51,8.070175439,CURSANDO
RA-1039,1039,2024,2,Cursando,7.549644444400001,7.51,9.722222222,CURSANDO
RA-745,745,2024,2,Cursando,8.6102,6.26,10.0,CURSANDO
RA-718,718,2024,2,Cursando,8.705811111100001,5.635,9.5138888885,CURSANDO
RA-1040,1040,2024,2,Cursando,7.764199999900001,7.51,8.5416666665,CURSANDO
RA-746,746,2024,2,Cursando,7.903311111100001,7.51,7.4305555555,CURSANDO
RA-1069,1069,2024,2,Cursando,7.678917391300001,7.51,7.0760869565,CURSANDO
RA-1476,1476,2024,2,Cursando,8.80795,5.635,10.0,CURSANDO
RA-827,827,2024,2,Cursando,8.2483467391,5.01,9.782608695499999,CURSANDO
RA-1477,1477,2024,2,Cursando,7.0514989130000005,7.51,8.010869565,CURSANDO
RA-762,762,2024,2,Cursando,5.9677326087,6.26,6.4239130435,CURSANDO
RA-778,778,2024,2,Cursando,8.0754139589,7.51,8.1235697945,CURSANDO
RA-591,591,2024,2,Cursando,6.8360336957,6.255,7.913043478500001,CURSANDO
RA-1478,1478,2024,2,Cursando,6.7210333334,6.255,6.666666667,CURSANDO
RA-829,829,2024,2,Cursando,9.171825000000002,9.38,9.75,CURSANDO
RA-1479,1479,2024,2,Cursando,6.615766239300001,7.51,6.1965811965,CURSANDO
RA-1480,1480,2024,2,Cursando,7.09445,7.51,8.875,CURSANDO
RA-438,438,2024,2,Cursando,7.930283695700001,7.51,8.6630434785,CURSANDO
RA-607,607,2024,2,Cursando,7.6486021739000005,7.51,7.4782608695,CURSANDO
RA-1481,1481,2024,2,Cursando,6.860721739100001,7.51,8.782608695499999,CURSANDO
RA-1482,1482,2024,2,Cursando,5.2257,7.51,5.0,CURSANDO
RA-1483,1483,2024,2,Cursando,7.311433695700001,7.51,7.913043478500001,CURSANDO
RA-1484,1484,2024,2,Cursando,7.754200000000001,6.26,10.0,CURSANDO
RA-1485,1485,2024,2,Cursando,6.7386875776999995,5.625,7.7432712215,CURSANDO
RA-1486,1486,2024,2,Cursando,6.865474509900001,6.26,5.431372549,CURSANDO
RA-597,597,2024,2,Cursando,7.843291097300001,7.51,9.3271221535,CURSANDO
RA-624,624,2024,2,Cursando,7.229425672900001,7.51,8.219461698,CURSANDO
RA-1487,1487,2024,2,Cursando,8.0267434782,6.26,9.5652173915,CURSANDO
RA-1488,1488,2024,2,Cursando,6.7668935818000016,7.51,7.111801242,CURSANDO
RA-1489,1489,2024,2,Cursando,5.9842289855000015,6.26,5.793478261000001,CURSANDO
RA-600,600,2024,2,Cursando,7.847373913,7.51,8.010869565,CURSANDO
RA-663,663,2024,2,Cursando,6.696419461700001,5.625,7.0910973085,CURSANDO
RA-1490,1490,2024,2,Cursando,7.3725768116,6.26,9.5652173915,CURSANDO
RA-1491,1491,2024,2,Cursando,7.5072,7.51,6.25,CURSANDO
RA-1066,1066,2024,2,Cursando,7.9326223603,6.26,8.3954451345,CURSANDO
RA-630,630,2024,2,Cursando,6.879985507300001,7.51,8.4782608695,CURSANDO
RA-1492,1492,2024,2,Cursando,8.479020512900002,7.51,8.8141025645,CURSANDO
RA-834,834,2024,2,Cursando,8.513646169700001,6.26,9.109730849,CURSANDO
RA-784,784,2024,2,Cursando,8.8857454545,5.635,9.7727272725,CURSANDO
RA-1059,1059,2024,2,Cursando,8.678450000000002,6.26,10.0,CURSANDO
RA-612,612,2024,2,Cursando,9.134040909100001,6.26,9.5454545455,CURSANDO
RA-1060,1060,2024,2,Cursando,6.448416666600001,6.26,6.0,CURSANDO
RA-761,761,2024,2,Cursando,8.174593939300001,6.26,8.8636363635,CURSANDO
RA-1493,1493,2024,2,Cursando,6.378661323900001,7.51,7.8468899525,CURSANDO
RA-665,665,2024,2,Cursando,5.698703030200001,5.63,5.068181818,CURSANDO
RA-1115,1115,2024,2,Cursando,6.570068686900001,7.51,4.2676767675,CURSANDO
RA-1061,1061,2024,2,Cursando,8.76595,6.26,10.0,CURSANDO
RA-1494,1494,2024,2,Cursando,5.8748823529,7.51,6.7794117645,CURSANDO
RA-1495,1495,2024,2,Cursando,8.4845030302,7.51,8.318181818,CURSANDO
RA-606,606,2024,2,Cursando,6.645260606100001,6.885,7.6136363634999995,CURSANDO
RA-594,594,2024,2,Cursando,6.890966666600001,6.26,5.75,CURSANDO
RA-1496,1496,2024,2,Cursando,6.7799738095,7.51,5.714285714500001,CURSANDO
RA-1497,1497,2024,2,Cursando,5.2423787879,7.51,5.0227272725,CURSANDO
RA-1498,1498,2024,2,Cursando,7.147881818200001,7.51,7.840909091,CURSANDO
RA-1499,1499,2024,2,Cursando,7.914800000000001,6.885,9.25,CURSANDO
RA-788,788,2024,2,Cursando,7.9221068268,6.26,9.519450801,CURSANDO
RA-1500,1500,2024,2,Cursando,7.360450000100002,6.885,8.3333333335,CURSANDO
RA-777,777,2024,2,Cursando,7.563515408100001,7.51,8.7757437075,CURSANDO
RA-1063,1063,2024,2,Cursando,7.279250000000001,7.51,9.75,CURSANDO
RA-664,664,2024,2,Cursando,7.5017244089,7.51,6.7734553775,CURSANDO
RA-1501,1501,2024,2,Cursando,8.04495,7.51,10.0,CURSANDO
RA-764,764,2024,2,Cursando,7.838370289900001,7.51,7.8804347825,CURSANDO
RA-1064,1064,2024,2,Cursando,8.9802350877,7.51,9.7368421055,CURSANDO
RA-1065,1065,2024,2,Cursando,8.8634934783,6.26,8.8152173915,CURSANDO
RA-1502,1502,2024,2,Cursando,6.886091025600001,7.51,7.628205128,CURSANDO
RA-781,781,2024,2,Cursando,8.496283333400001,7.51,9.75,CURSANDO
RA-608,608,2024,2,Cursando,5.778986231800001,6.885,3.054347826,CURSANDO
RA-796,796,2024,2,Cursando,7.052457703200001,7.51,8.2212885155,CURSANDO
RA-797,797,2024,2,Cursando,6.597315151500001,7.51,4.840909091,CURSANDO
RA-636,636,2024,2,Cursando,6.3802279106,7.51,4.9043062200000005,CURSANDO
RA-1140,1140,2024,2,Cursando,7.3473880383,7.51,6.112440191499999,CURSANDO
RA-1503,1503,2024,2,Cursando,6.991699999900001,7.51,10.0,CURSANDO
RA-814,814,2024,2,Cursando,7.971648484800001,7.51,9.090909091,CURSANDO
RA-637,637,2024,2,Cursando,7.6853212122,7.51,6.2272727275,CURSANDO
RA-652,652,2024,2,Cursando,7.361896969700001,7.51,6.931818182000001,CURSANDO
RA-816,816,2024,2,Cursando,8.929745454599999,7.51,9.7727272725,CURSANDO
RA-1504,1504,2024,2,Cursando,6.057060605999999,5.63,4.6136363634999995,CURSANDO
RA-638,638,2024,2,Cursando,6.7464878789,7.51,5.7272727275,CURSANDO
RA-1505,1505,2024,2,Cursando,6.7199171717,7.51,7.5252525255,CURSANDO
RA-643,643,2024,2,Cursando,6.402239075100001,7.51,6.8660287085,CURSANDO
RA-645,645,2024,2,Cursando,7.502239394,7.51,8.3863636365,CURSANDO
RA-1068,1068,2024,2,Cursando,9.0150030303,7.51,9.068181818,CURSANDO
RA-798,798,2024,2,Cursando,4.6743653679,7.51,3.5064935065,CURSANDO
RA-799,799,2024,2,Cursando,7.702648484900001,7.51,9.090909091,CURSANDO
RA-1506,1506,2024,2,Cursando,7.151855844200001,7.51,8.3874458875,CURSANDO
RA-802,802,2024,2,Cursando,7.8317974024999994,7.51,7.012987013,CURSANDO
RA-1507,1507,2024,2,Cursando,5.046077056300001,7.51,4.448051948,CURSANDO
RA-1071,1071,2024,2,Cursando,4.8048623378,7.51,4.188311688500001,CURSANDO
RA-1508,1508,2024,2,Cursando,8.1804207793,7.51,7.2294372295,CURSANDO
RA-1509,1509,2024,2,Cursando,7.560230303200001,7.51,6.5151515155,CURSANDO
RA-1510,1510,2024,2,Cursando,9.464745454400001,7.51,9.7727272725,CURSANDO
RA-785,785,2024,2,Cursando,9.1548666666,7.51,10.0,CURSANDO
RA-1511,1511,2024,2,Cursando,8.9217077641,7.51,9.3271221535,CURSANDO
RA-752,752,2024,2,Cursando,6.57279265,7.51,7.525879916999999,CURSANDO
RA-790,790,2024,2,Cursando,6.8089355072,7.51,6.811594203,CURSANDO
RA-590,590,2024,2,Cursando,6.712378053800001,6.26,8.457556936,CURSANDO
RA-1512,1512,2024,2,Cursando,8.10445,7.51,10.0,CURSANDO
RA-472,472,2024,2,Cursando,6.6397610766,7.51,7.48447205,CURSANDO
RA-628,628,2024,2,Cursando,8.2366166666,7.51,10.0,CURSANDO
RA-1513,1513,2024,2,Cursando,6.5509171717,7.51,7.5252525255,CURSANDO
RA-1514,1514,2024,2,Cursando,7.520576262600001,7.51,7.979797980000001,CURSANDO
RA-629,629,2024,2,Cursando,8.061295238200001,7.51,9.523809524,CURSANDO
RA-832,832,2024,2,Cursando,8.2403304348,7.51,8.695652174,CURSANDO
RA-1515,1515,2024,2,Cursando,5.832133333300001,6.255,6.6666666665,CURSANDO
RA-833,833,2024,2,Cursando,8.5184577641,7.51,9.3271221535,CURSANDO
RA-819,819,2024,2,Cursando,8.652552484400001,7.51,7.784679089,CURSANDO
RA-1073,1073,2024,3,Cursando,7.0859945773333335,7.5,6.370972886666667,CURSANDO
RA-494,494,2024,3,Cursando,7.922281328333334,8.755,7.329323308333333,CURSANDO
RA-484,484,2024,3,Cursando,3.8354776573333336,2.51,3.9141382866666667,CURSANDO
RA-496,496,2024,3,Cursando,6.726607507733334,6.255,5.315995871999999,CURSANDO
RA-1516,1516,2024,3,Cursando,7.217066033133334,9.38,5.404288499000001,CURSANDO
RA-1143,1143,2024,3,Cursando,5.881225668333334,9.38,5.201336675,CURSANDO
RA-1517,1517,2024,3,Cursando,6.240744444466667,9.38,4.305555555666667,CURSANDO
RA-1518,1518,2024,3,Cursando,5.721382142866666,9.38,5.714285714333333,CURSANDO
RA-227,227,2024,3,Cursando,8.074015455333335,9.38,8.097577276666668,CURSANDO
RA-487,487,2024,3,Cursando,9.4171373016,9.38,9.441269841333334,CURSANDO
RA-1076,1076,2024,3,Cursando,7.479598365200001,8.125,7.777033492666668,CURSANDO
RA-1084,1084,2024,3,Cursando,6.9071109649333335,5.63,7.705263158,CURSANDO
RA-1519,1519,2024,3,Cursando,7.210222117800001,8.755,5.560902255666666,CURSANDO
RA-490,490,2024,3,Cursando,7.368084290266667,8.755,5.5110047846666665,CURSANDO
RA-346,346,2024,3,Cursando,7.761749603200001,2.51,9.149206349333333,CURSANDO
RA-546,546,2024,3,Cursando,5.702426010066667,8.135,3.7838383836666662,CURSANDO
RA-1087,1087,2024,3,Cursando,6.913936532,8.755,8.393265993333333,CURSANDO
RA-493,493,2024,3,Cursando,7.4643250000000005,10.0,8.933333333333334,CURSANDO
RA-1520,1520,2024,3,Cursando,7.0026462121333335,8.75,9.060606060666666,CURSANDO
RA-1072,1072,2024,3,Cursando,7.8153856754,8.755,5.627886710333333,CURSANDO
RA-1521,1521,2024,3,Cursando,5.065788844333333,2.51,6.157902555,CURSANDO
RA-536,536,2024,3,Cursando,7.7704681818,8.135,9.109090909,CURSANDO
RA-1079,1079,2024,3,Cursando,5.4253413299333335,2.51,4.516498316333333,CURSANDO
RA-331,331,2024,3,Cursando,6.231045707066668,8.755,7.735353535333334,CURSANDO
RA-1522,1522,2024,3,Cursando,8.3261,9.38,10.0,CURSANDO
RA-1096,1096,2024,3,Cursando,9.189883333333334,8.755,9.866666666666667,CURSANDO
RA-513,513,2024,3,Cursando,8.728632539666668,8.135,8.831746031666666,CURSANDO
RA-531,531,2024,3,Cursando,7.9127926470666665,4.38,9.803921568666667,CURSANDO
RA-1523,1523,2024,3,Cursando,8.67371279,8.755,9.283272283333334,CURSANDO
RA-1524,1524,2024,3,Cursando,5.5473805555333335,7.51,2.777777777666667,CURSANDO
RA-1147,1147,2024,3,Cursando,5.833118518533334,8.755,6.125925926,CURSANDO
RA-479,479,2024,3,Cursando,8.901966666666668,2.51,9.866666666666667,CURSANDO
RA-517,517,2024,3,Cursando,5.880466583166668,2.51,5.266499582333334,CURSANDO
RA-325,325,2024,3,Cursando,8.385133333233336,7.51,9.866666666666667,CURSANDO
RA-1525,1525,2024,3,Cursando,7.778263492033334,5.63,8.293650793666666,CURSANDO
RA-518,518,2024,3,Cursando,6.3467483709,2.51,6.8300751879999995,CURSANDO
RA-1146,1146,2024,3,Cursando,5.3933086048000005,6.88,5.017209691,CURSANDO
RA-530,530,2024,3,Cursando,7.214534419433333,9.38,6.468838763666667,CURSANDO
RA-524,524,2024,3,Cursando,7.026322556366667,2.51,5.111779448666667,CURSANDO
RA-578,578,2024,3,Cursando,9.066199999966669,2.51,10.0,CURSANDO
RA-526,526,2024,3,Cursando,7.843157894833334,8.13,9.382456140333334,CURSANDO
RA-528,528,2024,3,Cursando,7.276330075300001,7.51,5.793483709333334,CURSANDO
RA-516,516,2024,3,Cursando,8.384033333366668,2.51,10.0,CURSANDO
RA-534,534,2024,3,Cursando,7.088855054266667,7.51,6.043441938333333,CURSANDO
RA-1097,1097,2024,3,Cursando,5.475324895633334,6.25,4.849791144666667,CURSANDO
RA-360,360,2024,3,Cursando,6.293175689166667,5.0,5.618045113,CURSANDO
RA-1526,1526,2024,3,Cursando,7.9798,8.75,10.0,CURSANDO
RA-1077,1077,2024,3,Cursando,5.543865740733334,6.885,7.703703703666666,CURSANDO
RA-508,508,2024,3,Cursando,6.771708625733333,7.51,5.567251461999999,CURSANDO
RA-363,363,2024,3,Cursando,7.617803571466666,5.625,9.523809524,CURSANDO
RA-340,340,2024,3,Cursando,6.715437329466668,7.51,6.585769980666666,CURSANDO
RA-1527,1527,2024,3,Cursando,8.631675000000001,7.51,10.0,CURSANDO
RA-509,509,2024,3,Cursando,6.918152272733334,2.51,6.363636363666667,CURSANDO
RA-500,500,2024,3,Cursando,8.077708333333334,2.51,10.0,CURSANDO
RA-1528,1528,2024,3,Cursando,7.622584090933335,7.51,7.787878788,CURSANDO
RA-1089,1089,2024,3,Cursando,7.6221531746,8.13,7.039682539666667,CURSANDO
RA-1090,1090,2024,3,Cursando,7.7652831384,7.51,7.621832358666666,CURSANDO
RA-503,503,2024,3,Cursando,8.547495614066667,7.51,9.824561403666666,CURSANDO
RA-1093,1093,2024,3,Cursando,8.5079027778,8.13,7.722222222333333,CURSANDO
RA-1094,1094,2024,3,Cursando,8.0164785714,2.51,9.523809523666666,CURSANDO
RA-1095,1095,2024,3,Cursando,6.108547514666667,7.51,7.84502924,CURSANDO
RA-1098,1098,2024,3,Cursando,6.5744562514,7.51,5.822406257,CURSANDO
RA-1106,1106,2024,3,Cursando,5.936272086266667,7.51,5.4312354313333335,CURSANDO
RA-568,568,2024,3,Cursando,5.545864285733334,8.13,3.2619047620000003,CURSANDO
RA-558,558,2024,3,Cursando,5.048054503133334,8.13,3.7763975156666674,CURSANDO
RA-559,559,2024,3,Cursando,6.158158974333333,8.13,5.705128205,CURSANDO
RA-1529,1529,2024,3,Cursando,6.710079487200001,7.51,7.435897436,CURSANDO
RA-1111,1111,2024,3,Cursando,6.116032815733334,7.5,4.600414078666667,CURSANDO
RA-1108,1108,2024,3,Cursando,6.017215010400001,8.13,3.7546583853333337,CURSANDO
RA-542,542,2024,3,Cursando,6.7205649586,8.13,6.481366459666667,CURSANDO
RA-543,543,2024,3,Cursando,8.0467871118,2.51,9.616977225666666,CURSANDO
RA-1530,1530,2024,3,Cursando,4.6391535714200005,8.13,2.5238095237666665,CURSANDO
RA-555,555,2024,3,Cursando,5.111470186333333,6.885,2.7505175983333334,CURSANDO
RA-1531,1531,2024,3,Cursando,7.0491790134,7.505,7.9726867336666665,CURSANDO
RA-1099,1099,2024,3,Cursando,7.332483333333334,10.0,8.133333333333333,CURSANDO
RA-1154,1154,2024,3,Cursando,7.5660750000000005,7.51,9.200000000000001,CURSANDO
RA-1100,1100,2024,3,Cursando,6.649708333333334,7.51,7.1000000000000005,CURSANDO
RA-381,381,2024,3,Cursando,5.940775,7.51,6.133333333333333,CURSANDO
RA-364,364,2024,3,Cursando,8.2697037582,7.51,9.526143791,CURSANDO
RA-539,539,2024,3,Cursando,8.465533333333335,7.51,9.233333333333333,CURSANDO
RA-573,573,2024,3,Cursando,7.839050000000001,8.755,9.5,CURSANDO
RA-1107,1107,2024,3,Cursando,5.9731,2.51,6.2,CURSANDO
RA-368,368,2024,3,Cursando,6.782158333333333,7.51,6.166666666666667,CURSANDO
RA-387,387,2024,3,Cursando,6.125500000000001,7.51,7.166666666666667,CURSANDO
RA-556,556,2024,3,Cursando,5.833377380933333,2.51,6.171428571333333,CURSANDO
