RA,ra_num,ano_base,Fase_num,IAN,IPP
RA-1082,1082,2024,2,5.0,7.083333333
RA-680,680,2024,2,5.0,6.666666667
RA-698,698,2024,2,10.0,7.291666667
RA-1452,1452,2024,2,10.0,7.916666667
RA-1453,1453,2024,2,5.0,7.5
RA-1454,1454,2024,2,10.0,7.708333333
RA-1455,1455,2024,2,5.0,7.708333333
RA-529,529,2024,2,5.0,4.791666667
RA-1456,1456,2024,2,10.0,7.5
RA-1015,1015,2024,2,10.0,6.041666667
RA-483,483,2024,2,5.0,8.125
RA-497,497,2024,2,5.0,5.625
RA-1457,1457,2024,2,5.0,7.291666667
RA-688,688,2024,2,10.0,8.333333333
RA-696,696,2024,2,10.0,7.708333333
RA-1458,1458,2024,2,5.0,6.041666667
RA-1034,1034,2024,2,10.0,7.708333333
RA-491,491,2024,2,5.0,7.083333333
RA-1027,1027,2024,2,10.0,7.916666667
RA-1023,1023,2024,2,10.0,8.958333333
RA-686,686,2024,2,10.0,8.4375
RA-480,480,2024,2,10.0,7.8125
RA-1459,1459,2024,2,5.0,7.5
RA-1460,1460,2024,2,10.0,6.875
RA-1017,1017,2024,2,10.0,7.1875
RA-499,499,2024,2,10.0,7.1875
RA-514,514,2024,2,10.0,5.625
RA-1461,1461,2024,2,5.0,7.5
RA-1462,1462,2024,2,5.0,8.125
RA-1463,1463,2024,2,10.0,9.0625
RA-1464,1464,2024,2,5.0,9.0625
RA-687,687,2024,2,10.0,8.75
RA-1030,1030,2024,2,10.0,7.8125
RA-1465,1465,2024,2,5.0,8.75
RA-522,522,2024,2,10.0,8.4375
RA-501,501,2024,2,10.0,8.4375
RA-1466,1466,2024,2,10.0,8.75
RA-502,502,2024,2,10.0,9.0625
RA-1467,1467,2024,2,10.0,8.75
RA-1468,1468,2024,2,10.0,8.4375
RA-527,527,2024,2,10.0,8.125
RA-1469,1469,2024,2,5.0,8.75
RA-1470,1470,2024,2,5.0,6.875
RA-1471,1471,2024,2,5.0,7.65625
RA-710,710,2024,2,5.0,7.65625
RA-1472,1472,2024,2,10.0,7.96875
RA-837,837,2024,2,10.0,7.03125
RA-549,549,2024,2,5.0,6.40625
RA-571,571,2024,2,5.0,7.03125
RA-731,731,2024,2,5.0,5.78125
RA-706,706,2024,2,10.0,7.65625
RA-707,707,2024,2,5.0,6.40625
RA-1044,1044,2024,2,10.0,7.1875
RA-1054,1054,2024,2,5.0,7.1875
RA-721,721,2024,2,10.0,8.75
RA-1473,1473,2024,2,5.0,6.5625
RA-735,735,2024,2,5.0,7.65625
RA-712,712,2024,2,5.0,6.5625
RA-1103,1103,2024,2,10.0,7.5
RA-570,570,2024,2,5.0,7.1875
RA-713,713,2024,2,10.0,7.03125
RA-714,714,2024,2,5.0,7.65625
RA-737,737,2024,2,10.0,7.5
RA-1474,1474,2024,2,10.0,6.71875
RA-1036,1036,2024,2,10.0,7.65625
RA-576,576,2024,2,10.0,7.8125
RA-577,577,2024,2,5.0,6.5625
RA-580,580,2024,2,5.0,7.03125
RA-581,581,2024,2,5.0,6.5625
RA-841,841,2024,2,5.0,7.03125
RA-730,730,2024,2,10.0,9.166666667
RA-855,855,2024,2,10.0,7.5
RA-820,820,2024,2,10.0,8.333333333
RA-715,715,2024,2,10.0,5.0
RA-1038,1038,2024,2,10.0,7.5
RA-1475,1475,2024,2,10.0,7.5
RA-1039,1039,2024,2,5.0,7.5
RA-745,745,2024,2,10.0,7.5
RA-718,718,2024,2,10.0,7.5
RA-1040,1040,2024,2,5.0,7.5
RA-746,746,2024,2,10.0,7.5
RA-1069,1069,2024,2,10.0,8.125
RA-1476,1476,2024,2,10.0,8.4375
RA-827,827,2024,2,10.0,7.65625
RA-1477,1477,2024,2,10.0,6.40625
RA-762,762,2024,2,5.0,6.5625
RA-778,778,2024,2,10.0,7.5
RA-591,591,2024,2,5.0,5.78125
RA-1478,1478,2024,2,10.0,6.875
RA-829,829,2024,2,10.0,8.90625
RA-1479,1479,2024,2,10.0,7.1875
RA-1480,1480,2024,2,5.0,7.1875
RA-438,438,2024,2,5.0,7.96875
RA-607,607,2024,2,10.0,7.1875
RA-1481,1481,2024,2,5.0,6.875
RA-1482,1482,2024,2,5.0,7.5
RA-1483,1483,2024,2,10.0,5.78125
RA-1484,1484,2024,2,5.0,7.5
RA-1485,1485,2024,2,5.0,7.5
RA-1486,1486,2024,2,10.0,7.916666667
RA-597,597,2024,2,10.0,7.5
RA-624,624,2024,2,10.0,7.916666667
RA-1487,1487,2024,2,5.0,7.708333333
RA-1488,1488,2024,2,10.0,7.5
RA-1489,1489,2024,2,5.0,6.666666667
RA-600,600,2024,2,10.0,7.5
RA-663,663,2024,2,5.0,6.875
RA-1490,1490,2024,2,5.0,6.666666667
RA-1491,1491,2024,2,10.0,7.5
RA-1066,1066,2024,2,10.0,7.5
RA-630,630,2024,2,10.0,7.5
RA-1492,1492,2024,2,10.0,8.75
RA-834,834,2024,2,10.0,7.708333333
RA-784,784,2024,2,10.0,9.375
RA-1059,1059,2024,2,10.0,9.0625
RA-612,612,2024,2,10.0,9.6875
RA-1060,1060,2024,2,10.0,7.8125
RA-761,761,2024,2,10.0,8.75
RA-1493,1493,2024,2,5.0,7.1875
RA-665,665,2024,2,5.0,7.5
RA-1115,1115,2024,2,10.0,7.5
RA-1061,1061,2024,2,10.0,8.4375
RA-1494,1494,2024,2,10.0,7.5
RA-1495,1495,2024,2,10.0,8.75
RA-606,606,2024,2,10.0,8.125
RA-594,594,2024,2,10.0,8.125
RA-1496,1496,2024,2,10.0,7.8125
RA-1497,1497,2024,2,10.0,6.875
RA-1498,1498,2024,2,5.0,8.125
RA-1499,1499,2024,2,10.0,8.125
RA-788,788,2024,2,10.0,8.4375
RA-1500,1500,2024,2,10.0,8.4375
RA-777,777,2024,2,10.0,8.125
RA-1063,1063,2024,2,5.0,7.8125
RA-664,664,2024,2,10.0,8.125
RA-1501,1501,2024,2,10.0,8.4375
RA-764,764,2024,2,10.0,8.4375
RA-1064,1064,2024,2,10.0,8.75
RA-1065,1065,2024,2,10.0,9.0625
RA-1502,1502,2024,2,5.0,7.8125
RA-781,781,2024,2,10.0,8.4375
RA-608,608,2024,2,10.0,7.1875
RA-796,796,2024,2,5.0,7.916666667
RA-797,797,2024,2,5.0,6.666666667
RA-636,636,2024,2,10.0,6.875
RA-1140,1140,2024,2,10.0,8.125
RA-1503,1503,2024,2,5.0,8.958333333
RA-814,814,2024,2,10.0,7.5
RA-637,637,2024,2,10.0,8.333333333
RA-652,652,2024,2,10.0,7.916666667
RA-816,816,2024,2,10.0,9.166666667
RA-1504,1504,2024,2,5.0,5.833333333
RA-638,638,2024,2,10.0,8.125
RA-1505,1505,2024,2,5.0,8.75
RA-643,643,2024,2,5.0,8.125
RA-645,645,2024,2,10.0,7.708333333
RA-1068,1068,2024,2,10.0,8.541666667
RA-798,798,2024,2,5.0,5.0
RA-799,799,2024,2,10.0,7.916666667
RA-1506,1506,2024,2,10.0,6.458333333
RA-802,802,2024,2,10.0,8.333333333
RA-1507,1507,2024,2,5.0,4.583333333
RA-1071,1071,2024,2,5.0,4.166666667
RA-1508,1508,2024,2,10.0,7.5
RA-1509,1509,2024,2,10.0,6.666666667
RA-1510,1510,2024,2,10.0,9.583333333
RA-785,785,2024,2,10.0,8.75
RA-1511,1511,2024,2,10.0,8.4375
RA-752,752,2024,2,5.0,5.9375
RA-790,790,2024,2,5.0,7.1875
RA-590,590,2024,2,5.0,7.5
RA-1512,1512,2024,2,10.0,7.8125
RA-472,472,2024,2,5.0,6.25
RA-628,628,2024,2,5.0,7.1875
RA-1513,1513,2024,2,5.0,7.5
RA-1514,1514,2024,2,10.0,7.1875
RA-629,629,2024,2,10.0,7.5
RA-832,832,2024,2,10.0,7.5
RA-1515,1515,2024,2,5.0,6.875
RA-833,833,2024,2,10.0,8.125
RA-819,819,2024,2,10.0,8.4375
RA-1073,1073,2024,3,10.0,6.875
RA-494,494,2024,3,10.0,7.8125
RA-484,484,2024,3,10.0,3.4375
RA-496,496,2024,3,10.0,6.71875
RA-1516,1516,2024,3,10.0,7.96875
RA-1143,1143,2024,3,2.5,7.03125
RA-1517,1517,2024,3,5.0,7.5
RA-1518,1518,2024,3,5.0,7.65625
RA-227,227,2024,3,10.0,7.5
RA-487,487,2024,3,10.0,9.0625
RA-1076,1076,2024,3,10.0,7.03125
RA-1084,1084,2024,3,10.0,7.03125
RA-1519,1519,2024,3,10.0,7.96875
RA-490,490,2024,3,10.0,7.8125
RA-346,346,2024,3,10.0,7.96875
RA-546,546,2024,3,10.0,5.15625
RA-1087,1087,2024,3,10.0,7.1875
RA-493,493,2024,3,10.0,7.03125
RA-1520,1520,2024,3,5.0,7.65625
RA-1072,1072,2024,3,10.0,7.96875
RA-1521,1521,2024,3,5.0,6.09375
RA-536,536,2024,3,10.0,7.1875
RA-1079,1079,2024,3,10.0,4.21875
RA-331,331,2024,3,5.0,6.09375
RA-1522,1522,2024,3,10.0,6.875
RA-1096,1096,2024,3,10.0,9.0625
RA-513,513,2024,3,10.0,9.0625
RA-531,531,2024,3,10.0,7.96875
RA-1523,1523,2024,3,10.0,8.90625
RA-1524,1524,2024,3,5.0,7.65625
RA-1147,1147,2024,3,5.0,6.25
RA-479,479,2024,3,10.0,9.375
RA-517,517,2024,3,10.0,6.041666667
RA-325,325,2024,3,10.0,8.333333333
RA-1525,1525,2024,3,10.0,8.541666667
RA-518,518,2024,3,10.0,7.083333333
RA-1146,1146,2024,3,5.0,6.25
RA-530,530,2024,3,10.0,7.083333333
RA-524,524,2024,3,10.0,8.333333333
RA-578,578,2024,3,10.0,9.583333333
RA-526,526,2024,3,5.0,7.291666667
RA-528,528,2024,3,10.0,7.291666667
RA-516,516,2024,3,10.0,8.541666667
RA-534,534,2024,3,10.0,7.5
RA-1097,1097,2024,3,5.0,6.041666667
RA-360,360,2024,3,5.0,7.708333333
RA-1526,1526,2024,3,10.0,8.125
RA-1077,1077,2024,3,10.0,6.40625
RA-508,508,2024,3,10.0,7.65625
RA-363,363,2024,3,10.0,7.34375
RA-340,340,2024,3,10.0,6.5625
RA-1527,1527,2024,3,10.0,7.96875
RA-509,509,2024,3,10.0,8.28125
RA-500,500,2024,3,10.0,8.59375
RA-1528,1528,2024,3,10.0,7.96875
RA-1089,1089,2024,3,10.0,7.1875
RA-1090,1090,2024,3,10.0,7.8125
RA-503,503,2024,3,10.0,7.8125
RA-1093,1093,2024,3,10.0,8.90625
RA-1094,1094,2024,3,10.0,8.4375
RA-1095,1095,2024,3,10.0,5.46875
RA-1098,1098,2024,3,10.0,7.34375
RA-1106,1106,2024,3,10.0,7.65625
RA-568,568,2024,3,5.0,6.5625
RA-558,558,2024,3,5.0,6.09375
RA-559,559,2024,3,10.0,6.25
RA-1529,1529,2024,3,5.0,8.125
RA-1111,1111,2024,3,10.0,6.5625
RA-1108,1108,2024,3,10.0,7.1875
RA-542,542,2024,3,10.0,7.03125
RA-543,543,2024,3,10.0,8.90625
RA-1530,1530,2024,3,10.0,7.03125
RA-555,555,2024,3,5.0,5.0
RA-1531,1531,2024,3,5.0,7.34375
RA-1099,1099,2024,3,10.0,7.8125
RA-1154,1154,2024,3,5.0,7.34375
RA-1100,1100,2024,3,10.0,6.71875
RA-381,381,2024,3,5.0,6.71875
RA-364,364,2024,3,10.0,7.96875
RA-539,539,2024,3,10.0,8.75
RA-573,573,2024,3,10.0,7.8125
RA-1107,1107,2024,3,10.0,7.5
RA-368,368,2024,3,5.0,7.65625
RA-387,387,2024,3,5.0,6.25
RA-556,556,2024,3,10.0,6.40625
RA-389,389,2024,3,10.0,6.5625
RA-390,390,2024,3,10.0,6.5625
RA-376,376,2024,3,5.0,6.5625
RA-584,584,2024,3,10.0,7.34375
RA-535,535,2024,3,10.0,7.96875
RA-547,547,2024,3,10.0,5.625
RA-557,557,2024,3,10.0,10.0
RA-548,548,2024,3,10.0,5.9375
RA-1102,1102,2024,3,10.0,5.9375
RA-1532,1532,2024,3,5.0,7.5
RA-538,538,2024,3,5.0,5.625
RA-365,365,2024,3,10.0,8.4375
RA-563,563,2024,3,10.0,8.125
RA-1157,1157,2024,3,5.0,7.96875
RA-258,258,2024,3,10.0,7.34375
RA-369,369,2024,3,10.0,6.40625
RA-375,375,2024,3,10.0,7.1875
RA-1533,1533,2024,3,10.0,8.5
RA-1534,1534,2024,3,10.0,8.0
RA-1160,1160,2024,3,5.0,6.25
RA-562,562,2024,3,10.0,7.625
RA-1112,1112,2024,3,10.0,5.375
RA-1535,1535,2024,3,10.0,7.125
RA-1536,1536,2024,3,5.0,7.875
RA-357,357,2024,3,5.0,7.875
RA-583,583,2024,3,10.0,6.875
RA-1537,1537,2024,3,5.0,8.125
RA-599,599,2024,3,10.0,7.083333333
RA-651,651,2024,3,10.0,8.541666667
RA-1131,1131,2024,3,10.0,7.291666667
RA-403,403,2024,3,10.0,8.541666667
RA-1538,1538,2024,3,10.0,7.916666667
RA-469,469,2024,3,10.0,7.291666667
RA-1121,1121,2024,3,10.0,7.083333333
RA-1122,1122,2024,3,10.0,7.083333333
RA-422,422,2024,3,5.0,6.458333333
RA-1117,1117,2024,3,10.0,8.125
RA-1539,1539,2024,3,10.0,7.708333333
RA-618,618,2024,3,5.0,6.666666667
RA-669,669,2024,3,10.0,7.291666667
RA-408,408,2024,3,10.0,7.083333333
RA-610,610,2024,3,10.0,6.875
RA-409,409,2024,3,10.0,7.916666667
RA-464,464,2024,3,5.0,7.1875
RA-1165,1165,2024,3,10.0,6.875
RA-466,466,2024,3,5.0,7.5
RA-414,414,2024,3,10.0,6.25
RA-401,401,2024,3,10.0,6.5625
RA-1141,1141,2024,3,10.0,6.5625
RA-592,592,2024,3,10.0,7.65625
RA-474,474,2024,3,5.0,7.1875
RA-602,602,2024,3,10.0,8.28125
RA-666,666,2024,3,10.0,7.5
RA-604,604,2024,3,10.0,6.40625
RA-476,476,2024,3,10.0,6.25
RA-423,423,2024,3,10.0,6.875
RA-631,631,2024,3,10.0,5.625
RA-658,658,2024,3,10.0,7.375
RA-1540,1540,2024,3,5.0,7.125
RA-1541,1541,2024,3,10.0,8.25
RA-1114,1114,2024,3,10.0,8.375
RA-662,662,2024,3,10.0,7.625
RA-760,760,2024,3,10.0,6.25
RA-1542,1542,2024,3,5.0,7.375
RA-404,404,2024,3,10.0,7.5
RA-1119,1119,2024,3,5.0,7.625
RA-1116,1116,2024,3,5.0,5.125
RA-667,667,2024,3,10.0,7.75
RA-605,605,2024,3,10.0,7.0
RA-1543,1543,2024,3,5.0,7.25
RA-1118,1118,2024,3,10.0,6.75
RA-1544,1544,2024,3,5.0,6.625
RA-1545,1545,2024,3,10.0,6.25
RA-1127,1127,2024,3,10.0,8.125
RA-1129,1129,2024,3,10.0,6.875
RA-1546,1546,2024,3,10.0,7.5
RA-1130,1130,2024,3,10.0,6.875
RA-1168,1168,2024,3,5.0,7.1875
RA-613,613,2024,3,5.0,6.875
RA-433,433,2024,3,10.0,6.875
RA-1547,1547,2024,3,5.0,7.5
RA-1548,1548,2024,3,10.0,7.5
RA-304,304,2024,3,2.5,6.875
RA-1549,1549,2024,3,5.0,7.1875
RA-632,632,2024,3,10.0,8.28125
RA-633,633,2024,3,10.0,6.875
RA-1137,1137,2024,3,10.0,8.28125
RA-646,646,2024,3,5.0,8.28125
RA-1550,1550,2024,3,5.0,7.03125
RA-1139,1139,2024,3,10.0,7.5
RA-444,444,2024,3,5.0,6.25
RA-445,445,2024,3,10.0,7.8125
RA-639,639,2024,3,10.0,6.71875
RA-1142,1142,2024,3,10.0,8.125
RA-1551,1551,2024,3,5.0,7.5
RA-458,458,2024,3,5.0,7.03125
RA-1552,1552,2024,3,10.0,7.1875
RA-1170,1170,2024,3,5.0,7.03125
RA-642,642,2024,3,10.0,7.1875
RA-1553,1553,2024,3,10.0,8.333333333
RA-1554,1554,2024,3,5.0,7.291666667
RA-649,649,2024,3,10.0,8.333333333
RA-1136,1136,2024,3,5.0,7.5
RA-653,653,2024,3,10.0,8.333333333
RA-456,456,2024,3,10.0,9.166666667
RA-655,655,2024,3,10.0,8.125
RA-656,656,2024,3,10.0,7.5
RA-657,657,2024,3,10.0,8.125
RA-1555,1555,2024,3,10.0,8.125
RA-461,461,2024,3,10.0,7.708333333
RA-398,398,2024,3,10.0,7.291666667
RA-586,586,2024,3,10.0,8.75
RA-623,623,2024,3,5.0,6.458333333
RA-588,588,2024,3,10.0,8.75
RA-626,626,2024,3,10.0,7.291666667
RA-1556,1556,2024,3,10.0,7.916666667
RA-455,455,2024,3,10.0,8.333333333
RA-614,614,2024,3,5.0,7.916666667
RA-434,434,2024,3,10.0,7.291666667
RA-603,603,2024,3,10.0,6.875
RA-1133,1133,2024,3,10.0,8.125
RA-616,616,2024,3,10.0,6.458333333
RA-1134,1134,2024,3,10.0,7.708333333
RA-1557,1557,2024,3,10.0,7.916666667
RA-670,670,2024,3,10.0,8.958333333
RA-620,620,2024,3,10.0,7.083333333
RA-1149,1149,2024,4,5.0,8.625
RA-1558,1558,2024,4,5.0,8.5
RA-326,326,2024,4,10.0,8.875
RA-339,339,2024,4,10.0,8.0
RA-179,179,2024,4,10.0,8.75
RA-1559,1559,2024,4,5.0,8.375
RA-332,332,2024,4,10.0,8.625
RA-1560,1560,2024,4,10.0,8.5
RA-1153,1153,2024,4,5.0,8.75
RA-183,183,2024,4,10.0,8.25
RA-199,199,2024,4,5.0,8.125
RA-1561,1561,2024,4,5.0,8.0
RA-336,336,2024,4,10.0,7.5
RA-347,347,2024,4,10.0,8.0
RA-397,397,2024,4,5.0,7.625
RA-338,338,2024,4,10.0,7.625
RA-392,392,2024,4,5.0,3.5
RA-352,352,2024,4,10.0,6.375
RA-1562,1562,2024,4,5.0,6.25
RA-367,367,2024,4,10.0,6.875
RA-1563,1563,2024,4,5.0,7.25
RA-1564,1564,2024,4,5.0,5.75
RA-1565,1565,2024,4,5.0,6.375
RA-1566,1566,2024,4,5.0,7.75
RA-1567,1567,2024,4,5.0,7.75
RA-356,356,2024,4,10.0,5.25
RA-1568,1568,2024,4,5.0,8.0
RA-247,247,2024,4,10.0,7.75
RA-204,204,2024,4,10.0,7.125
RA-1569,1569,2024,4,5.0,6.875
RA-1570,1570,2024,4,5.0,7.75
RA-1571,1571,2024,4,5.0,7.5
RA-1572,1572,2024,4,5.0,7.65625
RA-1150,1150,2024,4,5.0,7.65625
RA-1573,1573,2024,4,5.0,7.65625
RA-1574,1574,2024,4,5.0,7.8125
RA-1151,1151,2024,4,10.0,8.125
RA-1575,1575,2024,4,5.0,7.65625
RA-1081,1081,2024,4,10.0,9.166666667
RA-342,342,2024,4,5.0,7.65625
RA-1576,1576,2024,4,5.0,6.40625
RA-187,187,2024,4,10.0,8.4375
RA-359,359,2024,4,10.0,7.5
RA-1577,1577,2024,4,5.0,7.34375
RA-236,236,2024,4,10.0,6.875
RA-249,249,2024,4,5.0,6.75
RA-239,239,2024,4,2.5,7.875
RA-382,382,2024,4,5.0,6.75
RA-383,383,2024,4,10.0,7.875
RA-1155,1155,2024,4,5.0,8.0
RA-384,384,2024,4,10.0,7.625
RA-1156,1156,2024,4,10.0,7.125
RA-1578,1578,2024,4,10.0,7.5
RA-388,388,2024,4,5.0,6.75
RA-260,260,2024,4,10.0,7.875
RA-395,395,2024,4,10.0,7.25
RA-262,262,2024,4,5.0,7.0
RA-1579,1579,2024,4,5.0,8.5
RA-1580,1580,2024,4,5.0,7.875
RA-377,377,2024,4,10.0,7.125
RA-250,250,2024,4,10.0,8.958333333
RA-1581,1581,2024,4,5.0,7.083333333
RA-1582,1582,2024,4,5.0,6.666666667
RA-1583,1583,2024,4,5.0,9.166666667
RA-450,450,2024,4,5.0,7.8125
RA-426,426,2024,4,5.0,7.65625
RA-1584,1584,2024,4,5.0,7.8125
RA-313,313,2024,4,5.0,7.8125
RA-467,467,2024,4,10.0,7.34375
RA-1585,1585,2024,4,5.0,7.65625
RA-432,432,2024,4,5.0,7.34375
RA-1586,1586,2024,4,5.0,6.875
RA-470,470,2024,4,10.0,7.03125
RA-417,417,2024,4,10.0,8.4375
RA-407,407,2024,4,10.0,7.96875
RA-1587,1587,2024,4,5.0,7.8125
RA-1588,1588,2024,4,10.0,7.5
RA-424,424,2024,4,10.0,7.34375
RA-1193,1193,2024,4,5.0,7.8125
RA-411,411,2024,4,10.0,7.291666667
RA-412,412,2024,4,10.0,8.020833333
RA-428,428,2024,4,10.0,7.5
RA-315,315,2024,4,5.0,7.5
RA-442,442,2024,4,10.0,7.5
RA-301,301,2024,4,10.0,8.020833333
RA-1163,1163,2024,4,10.0,8.125
RA-402,402,2024,4,10.0,6.354166667
RA-1589,1589,2024,4,5.0,7.5
RA-1162,1162,2024,4,10.0,6.875
RA-471,471,2024,4,10.0,7.708333333
RA-416,416,2024,4,10.0,8.541666667
RA-303,303,2024,4,5.0,6.875
RA-418,418,2024,4,10.0,8.229166667
RA-419,419,2024,4,10.0,8.020833333
RA-420,420,2024,4,10.0,7.8125
RA-1166,1166,2024,4,5.0,8.020833333
RA-425,425,2024,4,10.0,8.229166667
RA-1590,1590,2024,4,5.0,10.0
RA-1591,1591,2024,4,5.0,8.125
RA-273,273,2024,4,5.0,8.125
RA-1592,1592,2024,4,5.0,8.125
RA-457,457,2024,4,10.0,9.6875
RA-305,305,2024,4,5.0,7.8125
RA-421,421,2024,4,10.0,9.0625
RA-1169,1169,2024,4,5.0,7.8125
RA-1593,1593,2024,4,5.0,9.0625
RA-1594,1594,2024,4,5.0,6.25
RA-283,283,2024,4,5.0,7.8125
RA-459,459,2024,4,10.0,7.8125
RA-454,454,2024,4,5.0,5.416666667
RA-1595,1595,2024,4,10.0,7.395833333
RA-1596,1596,2024,4,5.0,8.229166667
RA-170,170,2024,4,5.0,7.604166667
RA-1597,1597,2024,4,5.0,8.125
RA-1171,1171,2024,4,5.0,8.645833333
RA-116,116,2024,5,5.0,6.875
RA-217,217,2024,5,5.0,7.125
RA-103,103,2024,5,10.0,7.875
RA-178,178,2024,5,10.0,7.625
RA-1172,1172,2024,5,5.0,7.25
RA-180,180,2024,5,10.0,8.125
RA-181,181,2024,5,10.0,7.625
RA-121,121,2024,5,5.0,7.25
RA-211,211,2024,5,10.0,7.25
RA-1198,1198,2024,5,5.0,7.375
RA-110,110,2024,5,10.0,7.5
RA-189,189,2024,5,10.0,6.875
RA-127,127,2024,5,10.0,7.625
RA-115,115,2024,5,5.0,6.75
RA-215,215,2024,5,10.0,8.0
RA-1598,1598,2024,5,10.0,8.375
RA-1174,1174,2024,5,10.0,7.5
RA-192,192,2024,5,5.0,7.125
RA-220,220,2024,5,10.0,7.25
RA-186,186,2024,5,10.0,8.125
RA-1181,1181,2024,5,10.0,7.125
RA-1599,1599,2024,5,5.0,7.75
RA-111,111,2024,5,10.0,8.125
RA-1600,1600,2024,5,5.0,7.25
RA-1601,1601,2024,5,5.0,7.5
RA-176,176,2024,5,10.0,8.59375
RA-1602,1602,2024,5,10.0,7.34375
RA-1603,1603,2024,5,5.0,7.5
RA-1604,1604,2024,5,5.0,8.125
RA-193,193,2024,5,10.0,8.4375
RA-195,195,2024,5,10.0,7.96875
RA-196,196,2024,5,10.0,8.75
RA-197,197,2024,5,10.0,7.96875
RA-229,229,2024,5,10.0,8.28125
RA-202,202,2024,5,5.0,7.65625
RA-1176,1176,2024,5,10.0,8.59375
RA-1177,1177,2024,5,10.0,7.65625
RA-146,146,2024,5,5.0,7.65625
RA-1199,1199,2024,5,5.0,6.5625
RA-1178,1178,2024,5,5.0,7.5
RA-149,149,2024,5,5.0,7.34375
RA-1605,1605,2024,5,5.0,7.5
RA-107,107,2024,5,5.0,7.5
RA-184,184,2024,5,10.0,7.96875
RA-1606,1606,2024,5,5.0,7.8125
RA-1607,1607,2024,5,5.0,6.5625
RA-1608,1608,2024,5,10.0,6.40625
RA-1173,1173,2024,5,10.0,8.125
RA-237,237,2024,5,5.0,7.916666667
RA-147,147,2024,5,5.0,7.5
RA-131,131,2024,5,5.0,7.708333333
RA-1609,1609,2024,5,5.0,7.708333333
RA-137,137,2024,5,5.0,4.791666667
RA-1184,1184,2024,5,5.0,7.291666667
RA-138,138,2024,5,5.0,7.708333333
RA-1610,1610,2024,5,5.0,7.291666667
RA-1611,1611,2024,5,5.0,7.5
RA-1612,1612,2024,5,5.0,7.708333333
RA-1188,1188,2024,5,5.0,8.125
RA-1613,1613,2024,5,5.0,7.291666667
RA-244,244,2024,5,10.0,8.125
RA-267,267,2024,5,5.0,4.583333333
RA-1189,1189,2024,5,5.0,7.5
RA-113,113,2024,5,5.0,7.5
RA-152,152,2024,5,5.0,7.8125
RA-318,318,2024,5,5.0,7.34375
RA-274,274,2024,5,10.0,8.125
RA-319,319,2024,5,10.0,7.34375
RA-160,160,2024,5,5.0,7.34375
RA-161,161,2024,5,10.0,7.96875
RA-1614,1614,2024,5,5.0,7.5
RA-164,164,2024,5,5.0,6.25
RA-165,165,2024,5,10.0,7.96875
RA-1615,1615,2024,5,10.0,7.5
RA-1616,1616,2024,5,5.0,7.1875
RA-271,271,2024,5,5.0,7.5
RA-316,316,2024,5,10.0,7.65625
RA-286,286,2024,5,5.0,7.34375
RA-320,320,2024,5,10.0,7.65625
RA-1207,1207,2024,5,5.0,7.34375
RA-1617,1617,2024,5,5.0,6.875
RA-158,158,2024,5,10.0,6.875
RA-306,306,2024,5,5.0,7.34375
RA-1618,1618,2024,5,5.0,7.5
RA-308,308,2024,5,10.0,7.5
RA-1619,1619,2024,5,10.0,7.5
RA-299,299,2024,5,10.0,7.5
RA-251,251,2024,5,5.0,6.875
RA-157,157,2024,5,10.0,8.125
RA-1620,1620,2024,5,5.0,7.5
RA-321,321,2024,5,10.0,8.125
RA-1195,1195,2024,5,5.0,7.5
RA-1200,1200,2024,5,5.0,7.5
RA-278,278,2024,5,10.0,8.125
RA-85,85,2024,5,5.0,6.25
RA-279,279,2024,5,10.0,8.333333333
RA-1621,1621,2024,5,5.0,8.333333333
RA-280,280,2024,5,10.0,8.333333333
RA-1201,1201,2024,5,5.0,8.333333333
RA-1622,1622,2024,5,5.0,8.333333333
RA-132,132,2024,6,10.0,8.59375
RA-42,42,2024,6,5.0,6.796875
RA-1623,1623,2024,6,10.0,7.8125
RA-106,106,2024,6,10.0,7.8125
RA-123,123,2024,6,5.0,6.71875
RA-125,125,2024,6,5.0,7.34375
RA-1624,1624,2024,6,5.0,7.8125
RA-1625,1625,2024,6,10.0,7.1875
RA-1626,1626,2024,6,10.0,8.28125
RA-1627,1627,2024,6,5.0,7.65625
RA-1628,1628,2024,6,10.0,6.875
RA-112,112,2024,6,10.0,7.96875
RA-1629,1629,2024,6,5.0,7.1875
RA-91,91,2024,6,5.0,7.875
RA-167,167,2024,6,5.0,8.375
RA-1203,1203,2024,6,10.0,8.375
RA-94,94,2024,6,10.0,8.375
RA-81,81,2024,6,10.0,7.875
RA-1630,1630,2024,6,10.0,8.25
RA-171,171,2024,6,5.0,7.625
RA-1220,1220,2024,6,5.0,7.5
RA-1631,1631,2024,6,5.0,8.5
RA-1632,1632,2024,6,10.0,7.75
RA-1210,1210,2024,6,10.0,7.875
RA-175,175,2024,6,5.0,7.5
RA-80,80,2024,7,10.0,8.75
RA-40,40,2024,7,10.0,8.125
RA-1214,1214,2024,7,10.0,8.28125
RA-92,92,2024,7,10.0,7.8125
RA-45,45,2024,7,10.0,8.75
RA-56,56,2024,7,10.0,8.4375
RA-57,57,2024,7,10.0,8.59375
RA-58,58,2024,7,10.0,9.0625
RA-78,78,2024,7,10.0,8.4375
RA-87,87,2024,7,10.0,9.375
RA-64,64,2024,7,10.0,8.4375
RA-48,48,2024,7,10.0,8.59375
RA-1230,1230,2024,7,10.0,7.5
