ano_base,Fase_num,Turma,n,inde_medio,ida_media,ieg_medio,ips_medio,ipp_medio,ian_medio
2024,2,2K,16,7.327856823987501,5.859375,7.9159559949375,7.1184375,7.24609375,8.125
2024,2,2H,14,7.311923654442857,7.267857142857143,7.914234343642858,6.612857142857143,7.176339285714286,7.142857142857143
2024,2,2M,16,7.237529817618751,6.0,7.40023242146875,6.7675,8.1640625,9.0625
2024,2,2B,11,7.166733105481819,5.136363636363637,8.120756436545456,7.451363636363637,7.348484848454546,7.7272727272727275
2024,2,2R,10,7.143200606080001,6.8,6.921969697,7.51,6.875,8.5
2024,2,2P,14,7.124688932178572,5.910714285714286,7.0871589466071425,7.3757142857142854,7.857142857142857,7.857142857142857
2024,2,2C,8,7.0958994673875,4.34375,8.292684837062499,6.885,7.265625,8.75
2024,2,2A,13,7.018416016661538,5.5,7.725849314115385,6.593076923076922,7.147435897461539,7.6923076923076925
2024,2,2G,14,6.975847598442857,6.053571428571429,7.949657635071428,6.300714285714285,7.154017857142857,6.785714285714286
2024,3,3K,16,7.630144512520834,6.15625,8.320295479229166,7.2740625,7.434895833375,9.375
2024,3,3I,10,7.591976144773334,5.9833333333333325,8.652797390533333,8.01,7.3625,8.0
2024,3,3D,16,7.438815750420834,5.619791666666667,8.0582245854375,6.570625,7.6171875,10.0
2024,3,3R,11,7.418400379600001,4.666666666666667,8.442410988878787,7.850454545454546,8.049242424181818,9.090909090909092
2024,3,3H,13,7.389934404261539,6.128205128205129,7.796524585410257,7.701923076923077,7.235576923076923,8.846153846153847
2024,3,3U,16,7.302856495416668,5.729166666666667,7.064032477041667,7.47,7.6953125,9.375
2024,3,3C,15,7.22358806460889,6.288888888888889,7.227240323088889,5.257333333333333,7.666666666666667,8.666666666666666
2024,3,3L,14,7.130453115438096,5.476190476190476,7.189762601,7.508571428571429,6.908482142857143,8.928571428571429
2024,3,3B,16,7.100186492304167,5.380208333333333,7.5004428781875,7.6234375000000005,7.1484375,8.4375
2024,3,3N,12,7.032080252511112,5.875,7.384067929222223,7.871666666666667,7.135416666666667,7.708333333333333
2024,3,3A,15,6.9899131638577785,5.072222222222222,6.453210263733334,7.671666666666667,7.291666666666667,8.833333333333334
2024,3,3G,15,6.8788087511733345,4.844444444444445,7.413974311422223,7.008333333333334,7.197916666666667,8.333333333333334
2024,3,3M,15,6.720272956044445,4.5,7.357531446888888,6.842666666666667,7.2,8.0
2024,3,3P,15,6.653245504791112,4.288888888888889,6.9606469684,6.258333333333334,7.40625,8.0
2024,3,3F,12,6.091569333696111,4.105555555555555,5.2759161129250005,7.3500000000000005,6.979166666666667,7.916666666666667
2024,4,4A,15,7.893535745124445,7.222222222222222,8.3398565034,6.965333333333334,8.3,7.666666666666667
2024,4,4H,4,7.580285434533334,7.041666666666666,8.32188550575,6.41375,7.96875,6.25
2024,4,4C,12,7.5752739709694445,6.555555555555556,8.138178882666667,6.4679166666666665,7.756076388916667,6.666666666666667
2024,4,4M,18,7.4680182357777785,6.342592592592593,7.861970808518517,6.711388888888888,7.673611111111111,8.88888888888889
2024,4,4L,15,7.216940803506668,5.038888888888889,8.518090128644443,6.425666666666666,7.614583333333333,7.0
2024,4,4N,12,7.1647606000944455,5.944444444444444,7.725171056027778,6.728750000000001,8.307291666666666,6.25
2024,4,4F,16,7.127168234666667,5.302083333333333,7.59625784,6.6884375,7.421875,7.34375
2024,4,4R,6,6.960335477572222,4.611111111111112,8.120955165666667,6.78,7.5694444445,5.833333333333333
2024,4,4B,17,6.765208601878432,5.137254901960784,7.391817519196079,6.590588235294117,6.8088235294117645,6.764705882352941
2024,5,5C,13,8.286904918471794,7.94871794871795,9.127960489794871,6.692692307692307,8.028846153846153,8.461538461538462
2024,5,5N,14,7.894635298211905,7.5,9.188176491023809,6.4375,7.7976190475000005,7.142857142857143
2024,5,5A,14,7.542431096085715,6.416666666666666,8.526417385190475,6.571785714285714,7.366071428571429,7.857142857142857
2024,5,5B,10,7.501862962946667,6.366666666666667,8.048148148066666,6.635,7.6625,8.5
2024,5,5L,9,7.378872540311112,6.148148148148149,8.290256220074074,6.676111111111111,7.517361111111111,7.222222222222222
2024,5,5G,6,7.199681193922223,5.972222222222222,8.527433747222222,7.093333333333334,7.1875,5.833333333333333
2024,5,5F,10,7.172256153493334,6.1,8.770964100666667,7.1345,7.3125,5.0
2024,5,5M,13,7.0483875458820515,5.551282051282052,8.060838370435897,7.077307692307692,7.367788461538462,7.3076923076923075
2024,5,5D,11,6.877836892090909,5.378787878787879,7.442646581666666,6.600454545454546,7.357954545454546,6.363636363636363
2024,6,6L,12,8.099059509894445,7.597222222222221,9.27457532725,6.728750000000001,7.989583333333333,7.5
2024,6,6A,13,7.607349146764103,6.8910256410256405,8.352378746641026,6.981153846153846,7.5420673076923075,7.6923076923076925
2024,7,7A,12,8.387120449633334,7.444444444444444,8.556272387138888,8.4425,8.5546875,10.0
2024,7,7E,25,7.191400666672,5.026,6.90741333336,6.7461,7.5,10.0
2024,,ALFA O - G2/G3,12,8.121286665275,8.291666666666666,9.512099993041666,7.9245833333333335,8.28125,5.0
2024,,ALFA K - G0/G1,12,8.088149621216667,7.958333333333333,9.043560606083334,7.041250000000001,7.682291666666667,8.333333333333334
2024,,ALFA B - G2/G3,12,8.067258401308335,8.916666666666666,9.096882284375,6.676666666666667,7.526041666666667,5.0
2024,,ALFA D - G2/G3,8,7.870315530287501,8.28125,9.1515151514375,7.4312499999999995,7.109375,5.0
2024,,ALFA T - G2/G3,7,7.8548072623000005,6.928571428571429,9.625179168642857,7.597142857142857,7.321428571428571,6.428571428571429
2024,,ALFA L - G2/G3,11,7.67699596660909,7.818181818181818,8.973298014863637,6.371363636363636,8.181818181818182,5.0
2024,,ALFA C - G0/G1,6,7.674844151100001,8.75,8.340234644499999,2.51,7.34375,8.333333333333334
2024,,ALFA U - G2/G3,11,7.670785896563637,7.340909090909091,9.171793119181817,6.713181818181818,7.2727272727272725,6.363636363636363
2024,,ALFA Y - G0/G1,6,7.669676190450001,6.375,8.369047618916666,6.256666666666667,7.5,8.333333333333334
2024,,ALFA H - G0/G1,9,7.641053381655556,6.638888888888889,8.257850241611111,6.259444444444444,7.256944444444445,8.88888888888889
2024,,ALFA S - G2/G3,12,7.573690418658334,7.25,8.609702093291666,6.937083333333334,7.135416666666667,6.666666666666667
2024,,ALFA R - G0/G1,7,7.3419361135857155,6.928571428571429,7.804680567928571,5.813571428571429,6.517857142857143,8.571428571428571
2024,,ALFA J - G2/G3,10,7.32120424835,7.175,8.14477124175,6.51,7.3125,5.0
2024,,ALFA M - G0/G1,9,7.2835023541111115,7.833333333333333,8.289289548333334,6.885,6.319444444444445,6.111111111111111
2024,,ALFA G - G2/G3,8,7.266565430400001,6.90625,8.74140006875,5.79125,7.4609375,5.0
2024,,ALFA Q - G2/G3,12,7.253521043758334,6.020833333333333,8.281355218791667,7.510000000000001,8.020833333333334,5.416666666666667
2024,,ALFA A - G0/G1,5,7.2334000000000005,7.7,8.2,4.26,6.5,8.0
2024,,ALFA N - G2/G3,12,7.100855040375001,6.416666666666667,8.525358535208333,5.062083333333333,6.71875,5.833333333333333
2024,,ALFA F - G0/G1,5,7.09753333334,7.2,7.1666666667,3.5099999999999993,7.25,7.0
2024,,ALFA E - G2/G3,11,6.892951314009093,7.068181818181818,7.6438702065,3.9299999999999997,6.7897727272727275,5.909090909090909
2024,,ALFA I - G2/G3,11,6.598482127263637,6.0227272727272725,6.603456090863636,6.486818181818182,7.159090909090909,5.0
