RA;ra_num;ano_base;Fase_num;IEG;IDA;IPV
RA-191;191;2023;4,0;9,7;7,8;8,462
RA-1173;1173;2023;4,0;9,7;6,0;8,123
RA-217;217;2023;4,0;8,6;5,6;8,502
RA-1174;1174;2023;4,0;8,7;6,8;8,338
RA-192;192;2023;4,0;6,2;6,5;7,378
RA-184;184;2023;4,0;9,5;7,1;8,502
RA-200;200;2023;4,0;4,5;4,3;7,17
RA-1175;1175;2023;4,0;5,3;6,3;7,628
RA-204;204;2023;4,0;7,9;7,1;8,045
RA-1176;1176;2023;4,0;9,3;8,2;9,17
RA-1177;1177;2023;4,0;9,9;7,2;8,88
RA-215;215;2023;4,0;6,6;6,9;7,712
RA-1178;1178;2023;4,0;9,3;5,7;8,212
RA-149;149;2023;4,0;4,2;4,7;7,292
RA-1179;1179;2023;4,0;8,1;5,0;7,17
RA-218;218;2023;4,0;6,7;6,7;7,88
RA-220;220;2023;4,0;7,6;6,1;7,548
RA-202;202;2023;4,0;7,9;5,9;8,005
RA-1180;1180;2023;4,0;9,5;5,4;7,712
RA-1181;1181;2023;4,0;8,3;4,8;7,338
RA-1182;1182;2023;4,0;6,3;4,2;7,212
RA-205;205;2023;4,0;7,6;6,6;7,09
RA-1183;1183;2023;4,0;8,7;5,3;6,758
RA-237;237;2023;4,0;9,5;6,7;8,96
RA-147;147;2023;4,0;7,0;4,5;7,46
RA-240;240;2023;4,0;6,7;4,8;6,918
RA-1184;1184;2023;4,0;8,3;7,3;8,045
RA-241;241;2023;4,0;9,9;7,5;9,545
RA-242;242;2023;4,0;9,7;7,9;9,378
RA-138;138;2023;4,0;7,9;4,3;7,418
RA-244;244;2023;4,0;8,8;7,3;8,832
RA-245;245;2023;4,0;10,0;8,1;9,588
RA-246;246;2023;4,0;9,9;6,8;8,918
RA-141;141;2023;4,0;8,4;4,5;7,042
RA-239;239;2023;4,0;8,4;7,0;7,628
RA-1185;1185;2023;4,0;9,1;7,5;8,378
RA-262;262;2023;4,0;3,7;3,8;6,05
RA-1186;1186;2023;4,0;9,8;5,5;7,382
RA-397;397;2023;4,0;7,9;4,6;7,465
RA-1187;1187;2023;4,0;6,9;5,3;6,715
RA-145;145;2023;4,0;9,0;6,2;7,462
RA-1188;1188;2023;4,0;9,4;6,4;7,588
RA-265;265;2023;4,0;8,7;7,0;7,88
RA-254;254;2023;4,0;8,8;5,9;7,71
RA-267;267;2023;4,0;7,7;2,7;6,505
RA-1189;1189;2023;4,0;9,0;6,1;7,378
RA-295;295;2023;4,0;8,8;7,7;9,005
RA-269;269;2023;4,0;9,0;7,4;8,798
RA-313;313;2023;4,0;8,7;3,9;7,75
RA-1190;1190;2023;4,0;9,2;4,2;7,045
RA-301;301;2023;4,0;5,4;5,2;6,465
RA-286;286;2023;4,0;7,5;4,7;7,338
RA-1191;1191;2023;4,0;7,2;3,7;6,26
RA-1192;1192;2023;4,0;8,7;5,8;7,668
RA-174;174;2023;4,0;5,6;5,1;7,212
RA-1193;1193;2023;4,0;7,8;4,1;7,13
RA-308;308;2023;4,0;6,8;4,9;7,502
RA-152;152;2023;4,0;7,7;4,5;7,71
RA-270;270;2023;4,0;9,0;6,6;9,128
RA-271;271;2023;4,0;9,3;5,9;7,712
RA-299;299;2023;4,0;9,6;6,1;8,005
RA-316;316;2023;4,0;9,5;5,7;8,96
RA-318;318;2023;4,0;8,1;4,9;7,71
RA-274;274;2023;4,0;9,5;7,5;8,295
RA-320;320;2023;4,0;9,9;5,5;8,96
RA-277;277;2023;4,0;9,9;5,5;8,752
RA-278;278;2023;4,0;9,8;5,6;8,378
RA-291;291;2023;4,0;8,6;7,1;9,21
RA-306;306;2023;4,0;7,9;4,0;7,46
RA-279;279;2023;4,0;10,0;8,9;9,212
RA-280;280;2023;4,0;9,5;6,5;8,712
RA-276;276;2023;4,0;8,5;5,5;6,585
RA-285;285;2023;4,0;4,6;4,7;7,13
RA-1194;1194;2023;4,0;9,0;6,1;7,668
RA-287;287;2023;4,0;4,8;3,9;5,375
RA-319;319;2023;4,0;9,2;7,2;8,88
RA-321;321;2023;4,0;9,4;6,2;8,42
RA-1195;1195;2023;4,0;8,3;5,4;8,002
RA-159;159;2023;4,0;8,1;6,3;7,878
RA-322;322;2023;4,0;8,3;5,3;8,045
RA-251;251;2023;4,0;8,0;5,3;7,835
RA-116;116;2023;5,0;7,6;4,7;7,548
RA-103;103;2023;5,0;9,2;7,1;8,09
RA-42;42;2023;5,0;8,6;5,7;6,668
RA-121;121;2023;5,0;8,8;6,0;7,462
RA-106;106;2023;5,0;9,1;7,3;7,508
RA-123;123;2023;5,0;9,4;5,7;6,838
RA-46;46;2023;5,0;7,4;4,4;6,628
RA-125;125;2023;5,0;7,7;5,8;7,835
RA-110;110;2023;5,0;8,6;7,5;8,298
RA-128;128;2023;5,0;7,3;5,7;7,548
RA-143;143;2023;5,0;9,6;6,5;8,338
RA-111;111;2023;5,0;8,7;6,0;8,088
RA-112;112;2023;5,0;8,1;7,4;7,922
RA-115;115;2023;5,0;7,1;4,2;7,215
RA-1196;1196;2023;5,0;8,2;7,5;8,045
RA-52;52;2023;5,0;9,8;6,4;8,298
RA-1197;1197;2023;5,0;8,4;7,3;7,215
RA-108;108;2023;5,0;7,3;2,9;5,59
RA-1198;1198;2023;5,0;9,4;6,7;7,962
RA-127;127;2023;5,0;7,8;6,4;8,672
RA-114;114;2023;5,0;6,0;5,6;7,255
RA-146;146;2023;5,0;9,5;7,9;8,212
RA-1199;1199;2023;5,0;9,1;6,2;8,088
RA-70;70;2023;5,0;9,2;4,3;7,545
RA-107;107;2023;5,0;8,5;7,0;7,588
RA-1200;1200;2023;5,0;6,4;4,0;6,872
RA-151;151;2023;5,0;7,8;7,9;8,172
RA-85;85;2023;5,0;8,9;5,7;7,842
RA-1201;1201;2023;5,0;9,6;7,8;8,758
RA-131;131;2023;5,0;7,8;2,2;6,8
RA-132;132;2023;5,0;8,7;6,5;7,715
RA-133;133;2023;5,0;7,9;5,3;6,505
RA-104;104;2023;5,0;7,7;2,6;5,628
RA-137;137;2023;5,0;6,3;6,0;6,88
RA-144;144;2023;5,0;5,2;4,4;6,0
RA-1202;1202;2023;5,0;7,6;3,3;6,67
RA-90;90;2023;5,0;9,6;7,7;8,172
RA-167;167;2023;5,0;9,9;7,9;7,838
RA-168;168;2023;5,0;9,6;4,7;6,422
RA-1203;1203;2023;5,0;10,0;7,2;7,878
RA-155;155;2023;5,0;8,1;4,4;6,588
RA-94;94;2023;5,0;9,6;7,2;7,795
RA-81;81;2023;5,0;8,8;6,3;7,212
RA-302;302;2023;5,0;7,3;4,3;6,255
RA-171;171;2023;5,0;7,2;5,2;6,755
RA-160;160;2023;5,0;8,3;5,0;7,46
RA-1204;1204;2023;5,0;8,7;6,1;7,212
RA-1205;1205;2023;5,0;9,2;5,0;7,085
RA-173;173;2023;5,0;8,5;8,1;7,878
RA-166;166;2023;5,0;8,9;8,1;7,462
RA-175;175;2023;5,0;9,2;4,8;7,085
RA-153;153;2023;5,0;7,4;6,4;7,71
RA-1206;1206;2023;5,0;8,3;5,6;7,712
RA-157;157;2023;5,0;9,9;6,8;8,63
RA-1207;1207;2023;5,0;9,0;5,5;7,63
RA-1208;1208;2023;5,0;8,8;6,2;6,252
RA-1209;1209;2023;5,0;9,4;7,4;7,712
RA-158;158;2023;5,0;9,0;6,0;7,545
RA-161;161;2023;5,0;7,3;5,8;7,795
RA-164;164;2023;5,0;8,2;5,8;6,962
RA-1210;1210;2023;5,0;9,4;4,7;8,09
RA-165;165;2023;5,0;9,2;7,3;7,795
RA-1211;1211;2023;5,0;9,1;6,2;7,712
RA-1212;1212;2023;5,0;8,9;4,2;7,715
RA-1213;1213;2023;5,0;8,4;6,0;7,715
RA-40;40;2023;6,0;8,2;5,9;7,755
RA-1214;1214;2023;6,0;9,8;7,4;7,672
RA-71;71;2023;6,0;9,8;6,6;7,712
RA-53;53;2023;6,0;9,1;7,7;7,588
RA-43;43;2023;6,0;6,7;5,0;7,588
RA-55;55;2023;6,0;8,1;7,1;7,545
RA-44;44;2023;6,0;8,5;6,9;7,17
RA-1215;1215;2023;6,0;5,6;4,1;7,172
RA-45;45;2023;6,0;9,6;7,9;8,172
RA-56;56;2023;6,0;9,5;7,8;7,8
RA-57;57;2023;6,0;8,0;7,2;7,755
RA-58;58;2023;6,0;9,7;8,1;8,382
RA-59;59;2023;6,0;9,6;7,2;8,422
RA-1216;1216;2023;6,0;9,0;7,9;7,795
RA-78;78;2023;6,0;7,7;6,7;8,002
RA-79;79;2023;6,0;6,2;7,6;7,59
RA-61;61;2023;6,0;7,0;6,2;7,462
RA-63;63;2023;6,0;9,0;8,7;8,968
RA-64;64;2023;6,0;9,2;6,7;7,962
RA-48;48;2023;6,0;8,4;7,7;7,628
RA-109;109;2023;6,0;9,9;8,3;8,59
RA-80;80;2023;6,0;8,4;6,3;7,465
RA-91;91;2023;6,0;7,4;7,4;7,468
RA-1217;1217;2023;6,0;7,9;5,9;7,38
RA-92;92;2023;6,0;9,4;6,7;7,045
RA-96;96;2023;6,0;8,9;6,4;7,84
RA-1218;1218;2023;6,0;9,2;5,3;7,132
RA-1219;1219;2023;6,0;6,5;6,3;7,38
RA-1220;1220;2023;6,0;9,0;6,8;7,63
RA-84;84;2023;6,0;8,8;6,0;7,672
RA-99;99;2023;6,0;8,3;4,5;7,422
RA-87;87;2023;6,0;10,0;9,3;8,385
RA-89;89;2023;6,0;8,1;5,1;7,465
RA-1221;1221;2023;7,0;9,1;8,7;8,09
RA-27;27;2023;7,0;7,7;6,9;8,882
RA-1222;1222;2023;7,0;10,0;6,8;6,005
RA-32;32;2023;7,0;8,2;7,9;6,878
RA-19;19;2023;7,0;9,4;7,8;8,172
RA-62;62;2023;7,0;9,8;7,5;8,215
RA-1223;1223;2023;7,0;9,3;9,0;7,292
RA-38;38;2023;7,0;9,7;7,7;8,882
RA-1224;1224;2023;7,0;9,4;8,0;7,632
RA-39;39;2023;7,0;9,1;7,8;8,758
RA-990;990;2024;1,0;7,5;8,0;8,337
RA-1394;1394;2024;1,0;8,694;5,75;8,003
RA-991;991;2024;1,0;8,182;6,5;6,723
RA-1018;1018;2024;1,0;7,727;8,25;8,45
RA-1395;1395;2024;1,0;10,0;7,75;7,837
RA-1396;1396;2024;1,0;10,0;6,5;7,67
RA-1025;1025;2024;1,0;7,727;9,0;7,783
RA-1019;1019;2024;1,0;9,307;8,75;8,617
RA-879;879;2024;1,0;9,091;8,5;8,67
RA-1020;1020;2024;1,0;9,773;9,0;8,84
RA-1021;1021;2024;1,0;9,318;8,0;7,95
RA-1022;1022;2024;1,0;9,318;6,5;8,117
RA-1397;1397;2024;1,0;10,0;7,0;7,947
RA-699;699;2024;1,0;7,727;6,5;5,833
RA-1398;1398;2024;1,0;9,555;8,0;8,617
RA-871;871;2024;1,0;9,328;7,25;5,783
RA-1399;1399;2024;1,0;9,773;6,0;8,167
RA-873;873;2024;1,0;10,0;6,75;7,77
RA-898;898;2024;1,0;10,0;7,5;8,617
RA-750;750;2024;1,0;5,939;3,75;3,177
RA-899;899;2024;1,0;9,101;8,25;7,893
RA-878;878;2024;1,0;6,136;6,75;6,997
RA-893;893;2024;1,0;10,0;9,25;7,887
RA-1024;1024;2024;1,0;10,0;10,0;8,783
RA-900;900;2024;1,0;9,318;8,5;8,563
RA-903;903;2024;1,0;9,773;5,0;7,947
RA-1400;1400;2024;1,0;6,65;7,25;7,5
RA-851;851;2024;1,0;7,322;6,0;5,107
RA-1028;1028;2024;1,0;7,055;7,5;8,393
RA-922;922;2024;1,0;9,523;7,75;8,17
RA-684;684;2024;1,0;9,091;4,25;8,0
RA-1031;1031;2024;1,0;8,636;6,25;5,83
RA-892;892;2024;1,0;10,0;8,75;7,92
RA-1029;1029;2024;1,0;8,795;8,75;7,25
RA-1032;1032;2024;1,0;9,75;8,0;7,92
RA-894;894;2024;1,0;10,0;9,5;8,42
RA-1401;1401;2024;1,0;8,889;10,0;8,085
RA-896;896;2024;1,0;9,773;6,5;8,085
RA-693;693;2024;1,0;9,523;8,0;8,42
RA-743;743;2024;1,0;9,273;7,0;7,5
RA-681;681;2024;1,0;7,841;2,5;6,665
RA-1035;1035;2024;1,0;9,023;7,0;7,92
RA-850;850;2024;1,0;9,273;7,75;7,92
RA-1402;1402;2024;1,0;9,545;7,25;8,17
RA-1403;1403;2024;1,0;9,307;8,75;8,255
RA-1404;1404;2024;1,0;9,091;7,5;8,17
RA-923;923;2024;1,0;7,955;5,5;8,17
RA-847;847;2024;1,0;4,545;1,0;6,245
RA-1405;1405;2024;1,0;8,636;8,75;8,17
RA-1406;1406;2024;1,0;8,864;7,5;8,255
RA-1407;1407;2024;1,0;9,318;5,75;7,5
RA-1408;1408;2024;1,0;8,409;6,75;7,5
RA-1409;1409;2024;1,0;9,091;7,25;7,5
RA-1410;1410;2024;1,0;8,114;6,25;8,165
RA-874;874;2024;1,0;4,697;7,75;7,915
RA-1411;1411;2024;1,0;9,5;2,75;7,835
RA-1412;1412;2024;1,0;9,307;9,75;8,835
RA-690;690;2024;1,0;8,409;6,25;7,835
RA-1413;1413;2024;1,0;8,593;7,25;7,92
RA-1414;1414;2024;1,0;9,297;8,5;8,835
RA-995;995;2024;1,0;5,39;2,0;4,25
RA-853;853;2024;1,0;9,583;6,25;7,553
RA-854;854;2024;1,0;10,0;7,0;6,333
RA-1415;1415;2024;1,0;9,773;6,75;7,057
RA-842;842;2024;1,0;7,549;7,5;6,997
RA-700;700;2024;1,0;9,564;5,25;7,0
RA-1416;1416;2024;1,0;8,277;7,75;6,387
RA-911;911;2024;1,0;4,773;4,5;4,727
RA-859;859;2024;1,0;9,337;8,0;8,337
RA-860;860;2024;1,0;9,792;8,5;7,947
RA-727;727;2024;1,0;8,485;8,5;8,057
RA-1417;1417;2024;1,0;9,337;9,0;6,5
RA-910;910;2024;1,0;8,674;7,5;7,443
RA-840;840;2024;1,0;9,337;8,0;7,947
RA-926;926;2024;1,0;9,773;7,0;7,22
RA-1418;1418;2024;1,0;9,129;8,25;6,833
RA-927;927;2024;1,0;9,318;6,5;7,22
RA-672;672;2024;1,0;3,953;0,0;4,497
RA-1043;1043;2024;1,0;7,994;8,25;6,553
RA-738;738;2024;1,0;7,292;7,25;7,39
RA-1419;1419;2024;1,0;10,0;7,5;8,783
RA-704;704;2024;1,0;8,646;6,5;6,617
RA-705;705;2024;1,0;6,429;3,5;4,227
RA-822;822;2024;1,0;4,625;6,75;6,61
RA-740;740;2024;1,0;9,555;8,0;8,223
RA-741;741;2024;1,0;5,296;3,75;4,223
RA-1420;1420;2024;1,0;5,521;4,5;5,44
RA-709;709;2024;1,0;7,994;6,0;6,773
RA-1421;1421;2024;1,0;6,778;7,5;7,163
RA-1422;1422;2024;1,0;7,5;4,75;7,748
RA-1423;1423;2024;1,0;5,312;5,75;6,542
RA-733;733;2024;1,0;10,0;9,25;9,085
RA-836;836;2024;1,0;6,439;2,75;6,25
RA-1424;1424;2024;1,0;8,944;7,25;6,915
RA-1425;1425;2024;1,0;6,798;7,0;5,92
RA-1426;1426;2024;1,0;5,845;2,75;5,832
RA-716;716;2024;1,0;5,534;5,75;5,788
RA-1049;1049;2024;1,0;8,03;4,5;6,745
RA-1427;1427;2024;1,0;10,0;8,0;8,668
RA-1052;1052;2024;1,0;9,129;8,25;8,498
RA-719;719;2024;1,0;7,348;6,5;6,742
RA-1055;1055;2024;1,0;5,795;5,5;5,87
RA-747;747;2024;1,0;8,095;2,25;5,335
RA-928;928;2024;1,0;10,0;8,75;8,59
RA-748;748;2024;1,0;10,0;7,75;8,005
RA-769;769;2024;1,0;5,952;6,0;8,33
RA-876;876;2024;1,0;9,048;3,75;8,09
RA-776;776;2024;1,0;5,952;0,0;6,5
RA-753;753;2024;1,0;9,048;8,5;8,255
RA-601;601;2024;1,0;10,0;8,75;8,425
RA-955;955;2024;1,0;6,905;5,75;8,255
RA-831;831;2024;1,0;9,524;7,75;8,17
RA-1067;1067;2024;1,0;8,333;6,75;8,59
RA-1058;1058;2024;1,0;8,095;7,75;8,085
RA-757;757;2024;1,0;9,286;7,0;8,34
RA-794;794;2024;1,0;6,905;3,0;8,255
RA-960;960;2024;1,0;8,095;3,0;5,33
RA-587;587;2024;1,0;7,381;6,25;5,74
RA-826;826;2024;1,0;10,0;6,75;8,59
RA-789;789;2024;1,0;9,048;5,25;8,085
RA-1056;1056;2024;1,0;9,286;8,25;8,335
RA-1428;1428;2024;1,0;8,856;8,0;8,085
RA-830;830;2024;1,0;7,619;6,75;7,335
RA-780;780;2024;1,0;10,0;6,0;8,17
RA-1057;1057;2024;1,0;10,0;8,0;8,17
RA-1062;1062;2024;1,0;9,048;7,25;8,085
RA-1429;1429;2024;1,0;8,889;7,75;8,085
RA-1430;1430;2024;1,0;10,0;6,25;8,085
RA-767;767;2024;1,0;9,048;8,25;8,085
RA-943;943;2024;1,0;10,0;8,0;8,59
RA-782;782;2024;1,0;7,857;7,75;8,085
RA-795;795;2024;1,0;9,762;9,5;8,085
RA-1431;1431;2024;1,0;7,743;8,0;9,09
RA-1432;1432;2024;1,0;10,0;9,5;8,505
RA-1433;1433;2024;1,0;9,068;8,75;8,505
RA-1434;1434;2024;1,0;7,981;9,0;9,76
RA-958;958;2024;1,0;10,0;10,0;9,76
RA-961;961;2024;1,0;8,892;5,5;5,155
RA-1435;1435;2024;1,0;7,833;7,5;6,165
RA-755;755;2024;1,0;10,0;9,75;9,09
RA-1436;1436;2024;1,0;8,675;8,0;7,17
RA-1437;1437;2024;1,0;9,348;8,0;7,92
RA-1438;1438;2024;1,0;9,0;7,0;9,175
RA-1439;1439;2024;1,0;10,0;8,5;9,345
RA-1440;1440;2024;1,0;9,545;4,5;8,17
RA-1441;1441;2024;1,0;9,11;8,5;9,005
RA-1442;1442;2024;1,0;8,675;7,25;5,745
RA-1443;1443;2024;1,0;7,5;6,75;7,415
RA-1444;1444;2024;1,0;5,278;6,0;7,415
RA-956;956;2024;1,0;6,018;3,25;7,085
RA-952;952;2024;1,0;9,545;8,5;9,175
RA-939;939;2024;1,0;8,883;5,0;7,495
RA-953;953;2024;1,0;6,858;8,5;7,755
RA-954;954;2024;1,0;8,883;7,75;7,835
RA-792;792;2024;1,0;5,287;3,25;7,075
RA-1000;1000;2024;1,0;9,545;7,75;7,835
RA-763;763;2024;1,0;8,864;5,25;6,825
RA-1001;1001;2024;1,0;9,348;7,75;7,92
RA-1445;1445;2024;1,0;9,5;7,25;7,5
RA-1446;1446;2024;1,0;6,65;0,0;7,075
RA-768;768;2024;1,0;7,984;5,5;7,495
RA-1447;1447;2024;1,0;9,737;5,25;7,75
RA-980;980;2024;1,0;9,058;6,25;7,418
RA-982;982;2024;1,0;8,366;8,25;6,79
RA-1448;1448;2024;1,0;9,535;6,0;7,29
RA-1070;1070;2024;1,0;9,307;2,25;6,622
RA-985;985;2024;1,0;10,0;7,5;7,585
RA-986;986;2024;1,0;9,297;8,5;6,832
RA-810;810;2024;1,0;9,474;9,0;7,752
RA-987;987;2024;1,0;9,069;7,5;7,835
RA-988;988;2024;1,0;10,0;7,75;7,96
RA-805;805;2024;1,0;9,524;6,0;6,708
RA-806;806;2024;1,0;6,905;6,75;6,875
RA-807;807;2024;1,0;7,857;7,0;7,125
RA-808;808;2024;1,0;10,0;8,75;7,88
RA-963;963;2024;1,0;9,762;7,5;8,045
RA-989;989;2024;1,0;7,857;6,0;6,54
RA-964;964;2024;1,0;8,333;7,25;7,168
RA-1449;1449;2024;1,0;8,333;6,75;7,04
RA-801;801;2024;1,0;5,75;8,0;5,745
RA-1450;1450;2024;1,0;8,571;3,5;7,542
RA-984;984;2024;1,0;9,762;7,0;8,045
RA-1451;1451;2024;1,0;8,81;6,0;7,752
RA-967;967;2024;1,0;3,571;4,75;4,995
RA-968;968;2024;1,0;8,81;7,75;7,668
RA-521;521;2024;2,0;9,036;6,25;7,277
RA-821;821;2024;2,0;5,917;4,25;6,713
RA-1075;1075;2024;2,0;8,515;6,0;7,553
RA-1048;1048;2024;2,0;6,833;6,25;8,283
RA-1082;1082;2024;2,0;7,571;3,75;6,943
RA-680;680;2024;2,0;6,643;3,0;6,607
RA-698;698;2024;2,0;8,321;4,5;7,273
RA-1452;1452;2024;2,0;10,0;7,75;8,17
RA-1453;1453;2024;2,0;7,821;6,5;7,67
RA-1454;1454;2024;2,0;5,881;7,75;8,28
RA-1455;1455;2024;2,0;7,778;3,5;7,833
RA-529;529;2024;2,0;6,607;4,25;4,887
RA-1456;1456;2024;2,0;9,512;7,75;7,947
RA-1015;1015;2024;2,0;7,821;4,0;5,66
RA-483;483;2024;2,0;5,643;5,25;8,057
RA-497;497;2024;2,0;6,095;1,0;3,507
RA-1457;1457;2024;2,0;8,036;2,75;7,663
RA-688;688;2024;2,0;10,0;7,5;9,45
RA-696;696;2024;2,0;7,845;5,25;8,0
RA-1458;1458;2024;2,0;7,281;3,25;5,213
RA-1034;1034;2024;2,0;8,083;7,5;8,223
RA-491;491;2024;2,0;9,012;5,25;7,167
RA-1027;1027;2024;2,0;10,0;5,25;8,39
RA-1023;1023;2024;2,0;9,512;9,5;9,563
RA-686;686;2024;2,0;8,786;7,25;7,503
RA-480;480;2024;2,0;8,071;5,0;7,443
RA-1459;1459;2024;2,0;8,298;3,75;7,273
RA-1460;1460;2024;2,0;7,461;3,25;6,27
RA-1017;1017;2024;2,0;7,81;5,0;7,443
RA-499;499;2024;2,0;9,048;4,75;7,5
RA-514;514;2024;2,0;7,595;3,0;5,997
RA-1461;1461;2024;2,0;9,274;2,75;7,33
RA-1462;1462;2024;2,0;10,0;6,5;7,053
RA-1463;1463;2024;2,0;9,722;10,0;8,113
RA-1464;1464;2024;2,0;7,795;6,25;7,61
RA-687;687;2024;2,0;9,236;7,25;8,003
RA-1030;1030;2024;2,0;8,283;8,0;7,61
RA-1465;1465;2024;2,0;8,75;5,75;7,833
RA-522;522;2024;2,0;9,524;9,0;7,89
RA-501;501;2024;2,0;7,995;8,75;8,17
RA-1466;1466;2024;2,0;7,381;7,5;8,057
RA-502;502;2024;2,0;9,762;8,0;8,84
RA-1467;1467;2024;2,0;9,023;9,25;8,28
RA-1468;1468;2024;2,0;8,972;7,0;7,443
RA-527;527;2024;2,0;10,0;6,0;7,383
RA-1469;1469;2024;2,0;9,444;4,75;8,223
RA-1470;1470;2024;2,0;6,356;5,0;5,412
RA-1471;1471;2024;2,0;7,196;7,5;7,242
RA-710;710;2024;2,0;8,171;6,75;6,538
RA-1472;1472;2024;2,0;10,0;8,75;8,127
RA-837;837;2024;2,0;9,783;6,75;7,582
RA-549;549;2024;2,0;7,205;5,75;5,912
RA-571;571;2024;2,0;8,696;5,25;5,832
RA-731;731;2024;2,0;4,188;2,5;4,835
RA-706;706;2024;2,0;7,143;3,25;7,0
RA-707;707;2024;2,0;7,724;6,5;6,415
RA-1044;1044;2024;2,0;9,524;7,0;7,21
RA-1054;1054;2024;2,0;7,329;6,25;6,75
RA-721;721;2024;2,0;9,545;8,25;8,755
RA-1473;1473;2024;2,0;8,437;5,25;6,415
RA-735;735;2024;2,0;9,783;8,0;7,705
RA-712;712;2024;2,0;5,983;6,75;6,04
RA-1103;1103;2024;2,0;7,764;7,25;7,54
RA-570;570;2024;2,0;8,002;6,75;6,408
RA-713;713;2024;2,0;7,526;6,75;6,79
RA-714;714;2024;2,0;6,874;4,0;6,998
RA-737;737;2024;2,0;8,654;9,25;8,0
RA-1474;1474;2024;2,0;7,961;7,5;6,288
RA-1036;1036;2024;2,0;9,089;7,0;7,748
RA-576;576;2024;2,0;10,0;9,25;8,498
RA-577;577;2024;2,0;5,766;8,0;6,535
RA-580;580;2024;2,0;8,872;9,25;7,248
RA-581;581;2024;2,0;8,199;8,75;6,165
RA-841;841;2024;2,0;6,327;3,25;5,83
RA-730;730;2024;2,0;7,153;9,5;8,667
RA-855;855;2024;2,0;10,0;8,5;7,387
RA-820;820;2024;2,0;6,574;6,25;6,387
RA-715;715;2024;2,0;5,251;2,75;4,67
RA-1038;1038;2024;2,0;7,544;8,5;7,273
RA-1475;1475;2024;2,0;8,07;5,0;6,993
RA-1039;1039;2024;2,0;9,722;7,25;6,77
RA-745;745;2024;2,0;10,0;8,5;8,17
RA-718;718;2024;2,0;9,514;9,5;7,947
RA-1040;1040;2024;2,0;8,542;8,25;7,273
RA-746;746;2024;2,0;7,431;8,0;7,33
RA-1069;1069;2024;2,0;7,076;6,25;7,75
RA-1476;1476;2024;2,0;10,0;8,5;8,752
RA-827;827;2024;2,0;9,783;7,25;7,875
RA-1477;1477;2024;2,0;8,011;5,0;6,288
RA-762;762;2024;2,0;6,424;3,75;5,752
RA-778;778;2024;2,0;8,124;7,0;7,748
RA-591;591;2024;2,0;7,913;7,5;6,54
RA-1478;1478;2024;2,0;6,667;4,25;7,122
RA-829;829;2024;2,0;9,75;8,0;9,215
RA-1479;1479;2024;2,0;6,197;4,25;6,032
RA-1480;1480;2024;2,0;8,875;5,5;6,998
RA-438;438;2024;2,0;8,663;8,25;7,915
RA-607;607;2024;2,0;7,478;7,0;7,165
RA-1481;1481;2024;2,0;8,783;4,75;6,828
RA-1482;1482;2024;2,0;5,0;0,0;6,872
RA-1483;1483;2024;2,0;7,913;6,5;5,748
RA-1484;1484;2024;2,0;10,0;7,0;7,89
RA-1485;1485;2024;2,0;7,743;5,0;7,387
RA-1486;1486;2024;2,0;5,431;5,75;7,057
RA-597;597;2024;2,0;9,327;6,0;6,883
RA-624;624;2024;2,0;8,219;4,0;7,213
RA-1487;1487;2024;2,0;9,565;8,25;7,833
RA-1488;1488;2024;2,0;7,112;3,5;6,717
RA-1489;1489;2024;2,0;5,793;5,0;5,663
RA-600;600;2024;2,0;8,011;7,5;7,22
RA-663;663;2024;2,0;7,091;6,5;6,89
RA-1490;1490;2024;2,0;9,565;7,75;6,333
RA-1491;1491;2024;2,0;6,25;6,5;7,78
RA-1066;1066;2024;2,0;8,395;7,25;7,387
RA-630;630;2024;2,0;8,478;5,75;7,667
RA-1492;1492;2024;2,0;8,814;8,0;8,45
RA-834;834;2024;2,0;9,11;8,75;8,723
RA-784;784;2024;2,0;9,773;8,75;9,4
RA-1059;1059;2024;2,0;10,0;7,5;9,23
RA-612;612;2024;2,0;9,545;9,75;9,4
RA-1060;1060;2024;2,0;6,0;3,25;6,163
RA-761;761;2024;2,0;8,864;7,25;8,003
RA-1493;1493;2024;2,0;7,847;4,0;5,947
RA-665;665;2024;2,0;5,068;4,75;5,443
RA-1115;1115;2024;2,0;4,268;6,25;5,827
RA-1061;1061;2024;2,0;10,0;8,5;8,73
RA-1494;1494;2024;2,0;6,779;4,25;5,84
RA-1495;1495;2024;2,0;8,318;8,25;8,223
RA-606;606;2024;2,0;7,614;3,25;5,607
RA-594;594;2024;2,0;5,75;7,0;6,053
RA-1496;1496;2024;2,0;5,714;4,25;6,773
RA-1497;1497;2024;2,0;5,023;2,0;6,997
RA-1498;1498;2024;2,0;7,841;7,0;6,33
RA-1499;1499;2024;2,0;9,25;6,5;7,11
RA-788;788;2024;2,0;9,519;5,75;7,783
RA-1500;1500;2024;2,0;8,333;3,5;7,557
RA-777;777;2024;2,0;8,776;4,5;7,723
RA-1063;1063;2024;2,0;9,75;7,75;6,11
RA-664;664;2024;2,0;6,773;5,75;7,667
RA-1501;1501;2024;2,0;10,0;5,0;7,5
RA-764;764;2024;2,0;7,88;6,0;8,337
RA-1064;1064;2024;2,0;9,737;8,5;8,783
RA-1065;1065;2024;2,0;8,815;9,25;8,84
RA-1502;1502;2024;2,0;7,628;5,25;7,39
RA-781;781;2024;2,0;9,75;7,25;8,507
RA-608;608;2024;2,0;3,054;4,25;5,053
RA-796;796;2024;2,0;8,221;5,25;7,327
